,kenteken,voertuigsoort,merk,handelsbenaming,vervaldatum_apk,datum_tenaamstelling,inrichting,eerste_kleur,tweede_kleur,aantal_cilinders,massa_ledig_voertuig,massa_rijklaar,datum_eerste_toelating,datum_eerste_tenaamstelling_in_nederland,wacht_op_keuren,wam_verzekerd,aantal_deuren,aantal_wielen,europese_voertuigcategorie,plaats_chassisnummer,type_gasinstallatie,vermogen_massarijklaar,wielbasis,export_indicator,openstaande_terugroepactie_indicator,taxi_indicator,jaar_laatste_registratie_tellerstand,tellerstandoordeel,code_toelichting_tellerstandoordeel,tenaamstellen_mogelijk,vervaldatum_apk_dt,datum_tenaamstelling_dt,datum_eerste_toelating_dt,datum_eerste_tenaamstelling_in_nederland_dt,maximum_last_onder_de_vooras_sen_tezamen_koppeling,api_gekentekende_voertuigen_assen,api_gekentekende_voertuigen_brandstof,api_gekentekende_voertuigen_carrosserie,api_gekentekende_voertuigen_carrosserie_specifiek,api_gekentekende_voertuigen_voertuigklasse,afstand_hart_koppeling_tot_achterzijde_voertuig,afstand_voorzijde_voertuig_tot_hart_koppeling,lengte,breedte,technische_max_massa_voertuig,volgnummer_wijziging_eu_typegoedkeuring,maximum_massa_samenstelling,bruto_bpm,aantal_zitplaatsen,cilinderinhoud,toegestane_maximum_massa_voertuig,maximum_massa_trekken_ongeremd,maximum_trekken_massa_geremd,catalogusprijs,type,typegoedkeuringsnummer,variant,uitvoering,aantal_rolstoelplaatsen,zuinigheidsclassificatie,maximum_ondersteunende_snelheid,maximale_constructiesnelheid
0,0004ZT,Personenauto,BMW,2002AUTOMATIC,20140221,20150921,Niet geregistreerd,BLAUW,Niet geregistreerd,4,1044,1144,19730105,19730105,Geen verstrekking in Open Data,Nee,2,4,M1,op r. voorwielscherm onder motorkap,G2 gasinstallatie,0.00,250,Nee,Nee,Nee,2012,Geen oordeel,07,Ja,2014-02-21T00:00:00.000,2015-09-21T00:00:00.000,1973-01-05T00:00:00.000,1973-01-05T00:00:00.000,0,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,,,,,,,,,,,,,,,,,,,,,,
1,00FA17,Personenauto,BMW,2002 AUTOMATIC,20080227,20161122,Niet geregistreerd,BLAUW,Niet geregistreerd,4,1000,1100,19750220,19750220,Geen verstrekking in Open Data,Nee,2,4,M1,op r. voorwielscherm onder motorkap,,0.00,250,Nee,Nee,Nee,2007,Geen oordeel,01,Ja,2008-02-27T00:00:00.000,2016-11-22T00:00:00.000,1975-02-20T00:00:00.000,1975-02-20T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2,00GA36,Personenauto,BMW,1602,20240404,20120406,Niet geregistreerd,BLAUW,Niet geregistreerd,4,980,1080,19750526,19750526,Geen verstrekking in Open Data,Ja,2,4,M1,op r. voorwielscherm onder motorkap,,0.00,250,Nee,Nee,Nee,2022,Geen oordeel,01,Ja,2024-04-04T00:00:00.000,2012-04-06T00:00:00.000,1975-05-26T00:00:00.000,1975-05-26T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
3,00GFZ3,Personenauto,BMW,1ER REIHE,20230629,20220820,stationwagen,BLAUW,Niet geregistreerd,4,1320,1420,20080613,20080613,Geen verstrekking in Open Data,Ja,4,4,M1,op r. schroefveerkoker onder motorkap,,0.07,266,Nee,Nee,Nee,2022,Logisch,00,Ja,2023-06-29T00:00:00.000,2022-08-20T00:00:00.000,2008-06-13T00:00:00.000,2008-06-13T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,424,0,1855,0,3130,9373,5,1995,1855,690,1200,37411,187,e1*2001/116*0287*12,UD71,AB,0,C,,
4,00GGB4,Personenauto,BMW,Z4 3.0 SI,20230530,20170927,cabriolet,BLAUW,Niet geregistreerd,6,1370,1470,20071010,20080609,Geen verstrekking in Open Data,Ja,2,4,M1,r. schroefveerkoker,,0.13,250,Nee,Nee,Nee,2022,Geen oordeel,05,Ja,2023-05-30T00:00:00.000,2017-09-27T00:00:00.000,2007-10-10T00:00:00.000,2008-06-09T00:00:00.000,0,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,,,,,1640,,,17513,2,2996,1640,,,,,,,,,,,
5,00GLF8,Personenauto,BMW,1ER REIHE,20230715,20210319,hatchback,BLAUW,Niet geregistreerd,4,1275,1375,20080715,20080715,Geen verstrekking in Open Data,Ja,4,4,M1,r. schroefveerkoker onder motorkap,,0.08,266,Nee,Nee,Nee,2022,Logisch,00,Ja,2023-07-15T00:00:00.000,2021-03-19T00:00:00.000,2008-07-15T00:00:00.000,2008-07-15T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,424,0,1800,0,3075,7394,5,1995,1800,670,1200,34222,187,e1*2001/116*0287*13,UE51,AL,0,B,,
6,00GM30,Personenauto,BMW,2500 AUTOMATIC,20240901,20071017,Niet geregistreerd,BLAUW,Niet geregistreerd,6,1320,1420,19750718,19750718,Geen verstrekking in Open Data,Ja,4,4,M1,r. tegen schutbord onder motorkap,,0.00,269,Nee,Nee,Nee,2022,Geen oordeel,01,Ja,2024-09-01T00:00:00.000,2007-10-17T00:00:00.000,1975-07-18T00:00:00.000,1975-07-18T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
7,00GPK2,Personenauto,BMW,1ER REIHE,20221211,20220709,hatchback,BLAUW,Niet geregistreerd,4,1230,1330,20080808,20080808,Geen verstrekking in Open Data,Ja,2,4,M1,r. schroefveerkoker onder motorkap,,0.07,266,Nee,Nee,Nee,2022,Logisch,00,Ja,2022-12-11T00:00:00.000,2022-07-09T00:00:00.000,2008-08-08T00:00:00.000,2008-08-08T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,424,0,1755,0,3030,6930,4,1599,1755,650,1200,32451,187,e1*2001/116*0287*13,UB71,AI,0,B,,
8,00GPR4,Personenauto,BMW,3ER REIHE,20230401,20200506,stationwagen,BLAUW,Niet geregistreerd,4,1405,1505,20080812,20080812,Geen verstrekking in Open Data,Ja,4,4,M1,op r. schroefveerkoker onder motorkap,,0.07,276,Nee,Nee,Nee,2022,Logisch,00,Ja,2023-04-01T00:00:00.000,2020-05-06T00:00:00.000,2008-08-12T00:00:00.000,2008-08-12T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,452,0,1970,0,3295,8375,5,1995,1970,695,1250,39933,390L,e1*2001/116*0308*08,VR31,AA,0,A,,
9,00GPS9,Personenauto,BMW,3ER REIHE,20221012,20210920,stationwagen,BLAUW,Niet geregistreerd,4,1435,1535,20080811,20080811,Geen verstrekking in Open Data,Ja,4,4,M1,op r. schroefveerkoker onder motorkap,,0.07,276,Nee,Ja,Nee,2021,Logisch,00,Ja,2022-10-12T00:00:00.000,2021-09-20T00:00:00.000,2008-08-11T00:00:00.000,2008-08-11T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,452,0,2000,0,3475,10026,5,1995,2000,695,1400,44258,390L,e1*2001/116*0308*08,VR31,AB,0,B,,
10,00GRF6,Personenauto,BMW,3ER REIHE,20230613,20220108,stationwagen,BLAUW,Niet geregistreerd,6,1590,1690,20060612,20080812,Geen verstrekking in Open Data,Ja,4,4,M1,op r. schroefveerkoker onder motorkap,,0.10,276,Nee,Nee,Nee,2022,Geen oordeel,05,Ja,2023-06-13T00:00:00.000,2022-01-08T00:00:00.000,2006-06-12T00:00:00.000,2008-08-12T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,452,0,2155,0,4030,16856,5,2993,2155,750,1800,,,e1*2001/116*0308*04,VU91,02,0,F,,
11,00GRZ6,Personenauto,BMW,3ER REIHE,20230917,20220425,stationwagen,BLAUW,Niet geregistreerd,4,1435,1535,20080901,20080901,Geen verstrekking in Open Data,Ja,4,4,M1,op r. schroefveerkoker onder motorkap,,0.07,276,Nee,Nee,Nee,2022,Logisch,00,Ja,2023-09-17T00:00:00.000,2022-04-25T00:00:00.000,2008-09-01T00:00:00.000,2008-09-01T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,452,0,2000,0,3475,8953,5,1995,2000,695,1400,40166,390L,e1*2001/116*0308*08,VR31,AB,0,B,,
12,00HDS8,Personenauto,BMW,X REIHE,20221116,20081103,stationwagen,BLAUW,Niet geregistreerd,6,1730,1830,20081103,20081103,Geen verstrekking in Open Data,Ja,4,4,M1,r. motorruimte by schroefveerkoker,,0.09,280,Nee,Nee,Nee,2021,Logisch,00,Ja,2022-11-16T00:00:00.000,2008-11-03T00:00:00.000,2008-11-03T00:00:00.000,2008-11-03T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,457,0,2300,0,4150,19293,5,2497,2300,720,1800,75375,X83,e1*2001/116*0249*11,PC71,AL,0,E,,
13,00HDV2,Personenauto,BMW,3ER REIHE,20221213,20220129,stationwagen,BLAUW,Niet geregistreerd,6,1590,1690,20041217,20081021,Geen verstrekking in Open Data,Ja,4,4,M1,op r. schroefveerkoker onder motorkap,,0.09,273,Nee,Nee,Nee,2022,Geen oordeel,05,Ja,2022-12-13T00:00:00.000,2022-01-29T00:00:00.000,2004-12-17T00:00:00.000,2008-10-21T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,448,0,2155,0,3955,14145,5,2993,2155,750,1800,,,e1*98/14*0097*16,EX91,31,0,E,,
14,00HHT2,Personenauto,BMW,732 I AUTOMATIC,20240318,20200814,sedan,BLAUW,Niet geregistreerd,6,1628,1728,19810526,20081126,Geen verstrekking in Open Data,Ja,4,4,M1,r. tegen schutbord onder motorkap,G2 gasinstallatie,0.08,280,Nee,Nee,Nee,2022,Geen oordeel,01,Ja,2024-03-18T00:00:00.000,2020-08-14T00:00:00.000,1981-05-26T00:00:00.000,2008-11-26T00:00:00.000,0,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,0,0,2000,0,3600,,5,3210,2000,750,1600,,,,,,,,,
15,00HJZ5,Personenauto,BMW,1ER REIHE,20230611,20160315,stationwagen,BLAUW,Niet geregistreerd,4,1230,1330,20090102,20090102,Geen verstrekking in Open Data,Ja,2,4,M1,r. schroefveerkoker,,0.07,266,Nee,Nee,Nee,2022,Logisch,00,Ja,2023-06-11T00:00:00.000,2016-03-15T00:00:00.000,2009-01-02T00:00:00.000,2009-01-02T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,424,0,1755,0,3030,5643,5,1599,1755,650,1200,27544,187,e1*2001/116*0287*15,UB71,AJ,0,B,,
16,00HKD7,Personenauto,BMW,3ER REIHE,20230504,20220709,sedan,BLAUW,Niet geregistreerd,6,1435,1535,20090106,20090106,Geen verstrekking in Open Data,Ja,4,4,M1,op r. schroefveerkoker onder motorkap,,0.10,276,Nee,Nee,Nee,2022,Logisch,00,Ja,2023-05-04T00:00:00.000,2022-07-09T00:00:00.000,2009-01-06T00:00:00.000,2009-01-06T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,452,0,1980,0,3655,15230,5,2996,1980,745,1600,64103,390L,e1*2001/116*0308*10,PH31,AB,0,B,,
17,00HLV4,Personenauto,BMW,3ER REIHE,20221013,20201024,stationwagen,BLAUW,Niet geregistreerd,4,1435,1535,20090109,20090109,Geen verstrekking in Open Data,Ja,4,4,M1,op r. schroefveerkoker onder motorkap,,0.08,276,Nee,Nee,Nee,2021,Logisch,00,Ja,2022-10-13T00:00:00.000,2020-10-24T00:00:00.000,2009-01-09T00:00:00.000,2009-01-09T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,452,0,2000,0,3575,12112,5,1995,2000,695,1500,54061,390L,e1*2001/116*0308*10,US91,AB,0,B,,
18,00HR13,Personenauto,BMW,3.3 L,20140717,20120218,Niet geregistreerd,BLAUW,Niet geregistreerd,6,1515,1615,19760115,19760115,Geen verstrekking in Open Data,Nee,4,4,M1,tegen schutbord onder motorkap,,0.00,279,Nee,Nee,Nee,2012,Geen oordeel,01,Ja,2014-07-17T00:00:00.000,2012-02-18T00:00:00.000,1976-01-15T00:00:00.000,1976-01-15T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
19,00JBS4,Personenauto,BMW,3ER REIHE,20230430,20200630,sedan,BLAUW,Niet geregistreerd,4,1335,1435,20090417,20090417,Geen verstrekking in Open Data,Ja,4,4,M1,op r. schroefveerkoker onder motorkap,,0.07,276,Nee,Nee,Nee,2022,Geen oordeel,07,Ja,2023-04-30T00:00:00.000,2020-06-30T00:00:00.000,2009-04-17T00:00:00.000,2009-04-17T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,453,0,1880,0,3205,8222,5,1995,1880,695,1250,40679,390L,e1*2001/116*0308*11,PF51,AA,0,A,,
20,00JBX8,Personenauto,BMW,1ER REIHE,20230704,20200609,stationwagen,BLAUW,Niet geregistreerd,4,1240,1340,20090417,20090417,Geen verstrekking in Open Data,Nee,4,4,M1,op r. schroefveerkoker onder motorkap,,0.07,266,Nee,Nee,Nee,2022,Logisch,00,Ja,2023-07-04T00:00:00.000,2020-06-09T00:00:00.000,2009-04-17T00:00:00.000,2009-04-17T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,424,0,1765,0,3040,5473,5,1599,1765,650,1200,27670,187,e1*2001/116*0287*16,UE31,AJ,0,B,,
21,00JFH5,Personenauto,BMW,5ER REIHE,20230524,20190527,sedan,BLAUW,Niet geregistreerd,6,1570,1670,20090429,20090429,Geen verstrekking in Open Data,Ja,4,4,M1,op r. schroefveerkoker onder motorkap,,0.09,289,Nee,Nee,Nee,2022,Logisch,00,Ja,2023-05-24T00:00:00.000,2019-05-27T00:00:00.000,2009-04-29T00:00:00.000,2009-04-29T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,484,0,2155,0,4215,18333,5,2993,2155,750,2000,72827,560L,e1*2001/116*0230*15,NX51,AB,0,C,,
22,00JGN7,Personenauto,BMW,3ER REIHE,20230805,20220225,sedan,BLAUW,Niet geregistreerd,6,1370,1470,19991007,20090516,Geen verstrekking in Open Data,Ja,2,4,M1,r. op schroefveerkoker onder motorkap,,0.10,272,Nee,Ja,Nee,2022,Geen oordeel,05,Ja,2023-08-05T00:00:00.000,2022-02-25T00:00:00.000,1999-10-07T00:00:00.000,2009-05-16T00:00:00.000,0,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,0,0,1895,0,3670,10266,5,2793,1895,730,1700,,,e1*98/14*0112*00,BM51,01,0,,,
23,00JHG5,Personenauto,BMW,6ER REIHE,20230617,20191128,cabriolet,BLAUW,Niet geregistreerd,8,1835,1935,20090529,20090529,Geen verstrekking in Open Data,Ja,2,4,M1,op r. schroefveerkoker onder motorkap,,0.14,278,Nee,Nee,Nee,2022,Logisch,00,Ja,2023-06-17T00:00:00.000,2019-11-28T00:00:00.000,2009-05-29T00:00:00.000,2009-05-29T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,482,0,2260,0,0,42482,4,4799,2260,,,149420,663C,e1*2001/116*0253*07,EB51,AB,0,F,,
24,00JJL5,Personenauto,BMW,524 TD,20140920,20140710,sedan,BLAUW,Niet geregistreerd,6,1302,1402,19840306,20090605,Geen verstrekking in Open Data,Nee,4,4,M1,op r. voorwielscherm onder motorkap,,0.06,263,Nee,Nee,Nee,2014,Geen oordeel,05,Ja,2014-09-20T00:00:00.000,2014-07-10T00:00:00.000,1984-03-06T00:00:00.000,2009-06-05T00:00:00.000,0,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,0,0,1810,0,3210,,5,2443,1810,500,1400,,,,,,,,,
25,00JLS7,Personenauto,BMW,1ER REIHE,20230209,20220212,cabriolet,BLAUW,Niet geregistreerd,4,1380,1480,20090706,20090706,Geen verstrekking in Open Data,Ja,2,4,M1,op r. schroefveerkoker onder motorkap,,0.07,266,Nee,Nee,Nee,2022,Logisch,00,Ja,2023-02-09T00:00:00.000,2022-02-12T00:00:00.000,2009-07-06T00:00:00.000,2009-07-06T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,436,0,1845,0,3120,9709,4,1995,1845,740,1200,44508,182,e1*2001/116*0352*03,UM11,AA,0,B,,
26,00JN87,Personenauto,BMW,518,20151010,19930302,Niet geregistreerd,BLAUW,Niet geregistreerd,4,1230,1330,19760312,19760312,Geen verstrekking in Open Data,Ja,4,4,M1,op r. voorwielscherm onder motorkap,,0.00,264,Nee,Nee,Nee,,Niet geregistreerd,NG,Ja,2015-10-10T00:00:00.000,1993-03-02T00:00:00.000,1976-03-12T00:00:00.000,1976-03-12T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
27,00JNJ4,Personenauto,BMW,5ER REIHE,20221220,20190102,stationwagen,BLAUW,Niet geregistreerd,6,1655,1755,20061130,20090713,Geen verstrekking in Open Data,Ja,4,4,M1,op r. schroefveerkoker onder motorkap,,0.10,289,Nee,Nee,Nee,2022,Geen oordeel,05,Ja,2022-12-20T00:00:00.000,2019-01-02T00:00:00.000,2006-11-30T00:00:00.000,2009-07-13T00:00:00.000,0,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,484,0,2280,0,4340,23749,5,2993,2280,750,2000,,,e1*2001/116*0230*08,NS71,02,0,E,,
28,00JRB2,Personenauto,BMW,X REIHE,20230731,20210610,stationwagen,BLAUW,Niet geregistreerd,4,1630,1730,20090728,20090728,Geen verstrekking in Open Data,Ja,4,4,M1,by r. schroefveerkoker onder motorkap,,0.06,280,Nee,Nee,Nee,2022,Logisch,00,Ja,2023-07-31T00:00:00.000,2021-06-10T00:00:00.000,2009-07-28T00:00:00.000,2009-07-28T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,457,0,2200,0,3875,14660,5,1995,2200,720,1600,37861,,e1*2001/116*0249*09,PC31,01,0,E,,
29,00JRX7,Personenauto,BMW,3ER REIHE,20230822,20220906,sedan,BLAUW,Niet geregistreerd,4,1365,1465,20090814,20090814,Geen verstrekking in Open Data,Ja,4,4,M1,op r. schroefveerkoker onder motorkap,,0.07,276,Nee,Nee,Nee,2022,Logisch,00,Ja,2023-08-22T00:00:00.000,2022-09-06T00:00:00.000,2009-08-14T00:00:00.000,2009-08-14T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,453,0,1910,0,3385,8243,5,1995,1910,695,1400,40764,390L,e1*2001/116*0308*11,PF51,AB,0,A,,
30,00JSL3,Personenauto,BMW,1ER REIHE,20220814,20220628,cabriolet,BLAUW,Niet geregistreerd,4,1395,1495,20090814,20090814,Geen verstrekking in Open Data,Ja,2,4,M1,op r. schroefveerkoker onder motorkap,,0.07,266,Nee,Nee,Nee,2022,Geen oordeel,07,Ja,2022-08-14T00:00:00.000,2022-06-28T00:00:00.000,2009-08-14T00:00:00.000,2009-08-14T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,436,0,1860,0,3135,10105,4,1995,1860,670,1200,46083,182,e1*2001/116*0352*06,UM11,AA,0,B,,
31,00JTJ2,Personenauto,BMW,X REIHE,20220908,20150826,stationwagen,BLAUW,Niet geregistreerd,4,1725,1825,20090824,20090824,Geen verstrekking in Open Data,Ja,4,4,M1,by r. schroefveerkoker onder motorkap,,0.07,280,Nee,Nee,Nee,2022,Logisch,00,Ja,2022-09-08T00:00:00.000,2015-08-26T00:00:00.000,2009-08-24T00:00:00.000,2009-08-24T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,457,0,2265,0,4340,14722,5,1995,2265,720,2000,55053,X83,e1*2001/116*0249*10,PE11,AL,0,D,0.00,
32,00JXX6,Personenauto,BMW,1ER REIHE,20221106,20121019,stationwagen,BLAUW,Niet geregistreerd,4,1250,1350,20090923,20090923,Geen verstrekking in Open Data,Ja,4,4,M1,r. schroefveerkoker,,0.07,266,Nee,Nee,Nee,2021,Logisch,00,Ja,2022-11-06T00:00:00.000,2012-10-19T00:00:00.000,2009-09-23T00:00:00.000,2009-09-23T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,424,0,1775,0,3050,4125,5,1995,1775,650,1200,28812,187,e1*2001/116*0287*16,UH31,AJ,0,B,,
