,kenteken,voertuigsoort,merk,handelsbenaming,vervaldatum_apk,datum_tenaamstelling,inrichting,eerste_kleur,tweede_kleur,aantal_cilinders,massa_ledig_voertuig,massa_rijklaar,datum_eerste_toelating,datum_eerste_tenaamstelling_in_nederland,wacht_op_keuren,wam_verzekerd,aantal_deuren,aantal_wielen,europese_voertuigcategorie,plaats_chassisnummer,type_gasinstallatie,vermogen_massarijklaar,wielbasis,export_indicator,openstaande_terugroepactie_indicator,taxi_indicator,jaar_laatste_registratie_tellerstand,tellerstandoordeel,code_toelichting_tellerstandoordeel,tenaamstellen_mogelijk,vervaldatum_apk_dt,datum_tenaamstelling_dt,datum_eerste_toelating_dt,datum_eerste_tenaamstelling_in_nederland_dt,maximum_last_onder_de_vooras_sen_tezamen_koppeling,api_gekentekende_voertuigen_assen,api_gekentekende_voertuigen_brandstof,api_gekentekende_voertuigen_carrosserie,api_gekentekende_voertuigen_carrosserie_specifiek,api_gekentekende_voertuigen_voertuigklasse,afstand_hart_koppeling_tot_achterzijde_voertuig,afstand_voorzijde_voertuig_tot_hart_koppeling,lengte,breedte,technische_max_massa_voertuig,volgnummer_wijziging_eu_typegoedkeuring,maximum_massa_samenstelling,bruto_bpm,aantal_zitplaatsen,cilinderinhoud,toegestane_maximum_massa_voertuig,maximum_massa_trekken_ongeremd,maximum_trekken_massa_geremd,catalogusprijs,type,typegoedkeuringsnummer,variant,uitvoering,aantal_rolstoelplaatsen,zuinigheidsclassificatie,maximum_ondersteunende_snelheid,maximale_constructiesnelheid
267,01TZNB,Personenauto,BMW,3ER REIHE,20230819,20220807,coupe,BLAUW,Niet geregistreerd,6,1460,1560,20070330,20070330,Geen verstrekking in Open Data,Ja,2,4,M1,op r. schroefveerkoker onder motorkap,,0.13,276,Nee,Nee,Nee,2022,Logisch,00,Ja,2023-08-19T00:00:00.000,2022-08-07T00:00:00.000,2007-03-30T00:00:00.000,2007-03-30T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,458,0,1965,0,3740,18975,4,2996,1965,750,1700,72275,,e1*2001/116*0346*04,WB51,02,0,E,,
268,01XBJ2,Personenauto,BMW,525I,20230401,20200113,sedan,BLAUW,Niet geregistreerd,6,1415,1515,19930429,20120504,Geen verstrekking in Open Data,Ja,4,4,M1,r. schutbord by motorruimte,,0.09,276,Nee,Nee,Nee,2022,Geen oordeel,05,Ja,2023-04-01T00:00:00.000,2020-01-13T00:00:00.000,1993-04-29T00:00:00.000,2012-05-04T00:00:00.000,0,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,,,,,2025,,3525,,5,2494,2025,700,1500,,,,,,,,,
269,01XBLJ,Personenauto,BMW,X REIHE,20230621,20220707,stationwagen,BLAUW,Niet geregistreerd,6,2080,2180,20070330,20070330,Geen verstrekking in Open Data,Ja,4,4,M1,op r. schroefveerkoker onder motorkap,,0.08,293,Nee,Nee,Nee,2022,Logisch,00,Ja,2023-06-21T00:00:00.000,2022-07-07T00:00:00.000,2007-03-30T00:00:00.000,2007-03-30T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,485,0,2955,0,5775,30520,7,2993,2955,750,2700,110878,,e1*2001/116*0420*00,FF41,43,0,E,,
270,01XFRR,Personenauto,BMW,Z REIHE,20230608,20150911,coupe,BLAUW,Niet geregistreerd,6,1295,1395,20070427,20070427,Geen verstrekking in Open Data,Ja,2,4,M1,op r. schroefveerkoker onder motorkap,,0.14,250,Nee,Nee,Nee,2022,Logisch,00,Ja,2023-06-08T00:00:00.000,2015-09-11T00:00:00.000,2007-04-27T00:00:00.000,2007-04-27T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,409,0,1650,0,0,17231,2,2996,1650,,,65584,Z85,e1*2001/116*0219*05,DU51,01,0,F,0.00,
271,01XKPD,Personenauto,BMW,3ER REIHE,20221101,20190209,cabriolet,BLAUW,Niet geregistreerd,6,1540,1640,20060331,20070704,Geen verstrekking in Open Data,Ja,2,4,M1,op r. schroefveerkoker onder motorkap,,0.09,273,Nee,Nee,Nee,2021,Geen oordeel,05,Ja,2022-11-01T00:00:00.000,2019-02-09T00:00:00.000,2006-03-31T00:00:00.000,2007-07-04T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,449,0,1985,0,3660,15438,4,2494,1985,720,1600,,,e1*2001/116*0146*12,BW31,31,0,F,,
272,01XKR7,Personenauto,BMW,3ER REIHE,20230629,20120629,sedan,BLAUW,Niet geregistreerd,4,1395,1495,20120629,20120629,Geen verstrekking in Open Data,Ja,4,4,M1,r. motorruimte,,0.09,281,Nee,Nee,Nee,2022,Logisch,00,Ja,2023-06-29T00:00:00.000,2012-06-29T00:00:00.000,2012-06-29T00:00:00.000,2012-06-29T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,462,0,1970,0,3545,5584,5,1997,1970,695,1500,42065,3L,e1*2007/46*0314*07,3B11,5A100,0,A,0.00,
273,01XSLF,Personenauto,BMW,X3 3.0D,20221019,20171228,sedan,BLAUW,Niet geregistreerd,6,1785,1885,20070914,20070914,Geen verstrekking in Open Data,Ja,4,4,M1,by r. schroefveerkoker onder motorkap,,0.08,280,Nee,Nee,Nee,2021,Logisch,00,Ja,2022-10-19T00:00:00.000,2017-12-28T00:00:00.000,2007-09-14T00:00:00.000,2007-09-14T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,457,0,2355,0,4430,23892,,2993,2355,750,2000,86445,,e1*2001/116*0249*07,PD91,02,0,G,,
274,01XSRZ,Personenauto,BMW,3ER REIHE,20230317,20200710,stationwagen,BLAUW,Niet geregistreerd,4,1405,1505,20070921,20070921,Geen verstrekking in Open Data,Ja,4,4,M1,op r. schroefveerkoker onder motorkap,,0.06,276,Nee,Nee,Nee,2022,Onlogisch,04,Ja,2023-03-17T00:00:00.000,2020-07-10T00:00:00.000,2007-09-21T00:00:00.000,2007-09-21T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,452,0,1970,0,3295,9464,5,1995,1970,735,1250,38436,390L,e1*2001/116*0308*06,VR51,01,0,C,,
275,01XTKS,Personenauto,BMW,M COUPE,20230318,20120120,coupe,BLAUW,Niet geregistreerd,6,1395,1495,20071006,20071006,Geen verstrekking in Open Data,Ja,2,4,M1,op r. schroefveerkoker onder motorkap,,0.17,250,Nee,Nee,Nee,2022,Logisch,00,Ja,2023-03-18T00:00:00.000,2012-01-20T00:00:00.000,2007-10-06T00:00:00.000,2007-10-06T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,411,0,1730,0,0,23106,2,3246,1730,,,86572,,e1*2001/116*0364*02,DU91,01,0,G,0.00,
276,01XTSX,Personenauto,BMW,3ER REIHE,20150123,20160115,sedan,BLAUW,Niet geregistreerd,4,1260,1360,19980925,20070927,Geen verstrekking in Open Data,Ja,4,4,M1,r. tegen schroefveerkoker onder motorkap,,0.06,273,Nee,Ja,Nee,2016,Geen oordeel,07,Ja,2015-01-23T00:00:00.000,2016-01-15T00:00:00.000,1998-09-25T00:00:00.000,2007-09-27T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,0,0,1785,1,3260,8183,5,1895,1785,680,1400,,,e1*97/27*0097*01,AL31,01,0,,,
277,01XTX8,Personenauto,BMW,3ER REIHE,20230814,20220310,stationwagen,BLAUW,Niet geregistreerd,4,1495,1595,20070112,20120814,Geen verstrekking in Open Data,Ja,4,4,M1,op r. schroefveerkoker onder motorkap,,0.08,276,Nee,Nee,Nee,2022,Geen oordeel,07,Ja,2023-08-14T00:00:00.000,2022-03-10T00:00:00.000,2007-01-12T00:00:00.000,2012-08-14T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,452,0,2060,0,3735,16999,5,1995,2060,750,1600,,,e1*2001/116*0308*05,VU31,12,0,E,,
278,01XVG6,Personenauto,BMW,5ER REIHE,20221223,20201121,stationwagen,BLAUW,Niet geregistreerd,4,1680,1780,20120825,20120825,Geen verstrekking in Open Data,Ja,4,4,M1,r. motorruimte,,0.08,297,Nee,Nee,Nee,2021,Logisch,00,Ja,2022-12-23T00:00:00.000,2020-11-21T00:00:00.000,2012-08-25T00:00:00.000,2012-08-25T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,491,0,2345,0,4335,10252,5,1997,2345,750,1900,58078,5K,e1*2007/46*0455*05,XL11,5H100,0,B,0.00,
279,01XVPR,Personenauto,BMW,5ER REIHE,20230729,20200722,stationwagen,BLAUW,Niet geregistreerd,6,1671,1771,20021022,20071023,Geen verstrekking in Open Data,Ja,4,4,M1,op r. schroefveerkoker onder motorkap,G3 gasinstallatie,0.08,283,Nee,Ja,Nee,2022,Geen oordeel,05,Ja,2023-07-29T00:00:00.000,2020-07-22T00:00:00.000,2002-10-22T00:00:00.000,2007-10-23T00:00:00.000,0,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,481,0,2235,0,4135,11312,5,2494,2235,750,1900,,,e1*98/14*0028*17,DS41,31,0,E,,
280,01XXRD,Personenauto,BMW,X REIHE,20230124,20210619,stationwagen,BLAUW,Niet geregistreerd,6,2080,2180,20071102,20071102,Geen verstrekking in Open Data,Ja,4,4,M1,op r. schroefveerkoker onder motorkap,,0.08,293,Nee,Nee,Nee,2022,Logisch,00,Ja,2023-01-24T00:00:00.000,2021-06-19T00:00:00.000,2007-11-02T00:00:00.000,2007-11-02T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,485,0,2740,0,5560,27868,5,2993,2740,750,2700,101599,,e1*2001/116*0420*01,FF41,02,0,E,,
281,01XXTH,Personenauto,BMW,1ER REIHE,20230403,20200507,stationwagen,BLAUW,Niet geregistreerd,4,1250,1350,20071109,20071109,Geen verstrekking in Open Data,Ja,4,4,M1,op r. schroefveerkoker onder motorkap,,0.08,266,Nee,Nee,Nee,2022,Logisch,00,Ja,2023-04-03T00:00:00.000,2020-05-07T00:00:00.000,2007-11-09T00:00:00.000,2007-11-09T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,424,0,1775,0,3050,8685,5,1995,1775,670,1200,36922,187,e1*2001/116*0287*12,UE51,AA,0,B,,
282,01YA77,Personenauto,BMW,2.5 CS AUTOMATIC,20220514,20210204,Niet geregistreerd,BLAUW,Niet geregistreerd,6,1345,1445,19740901,19960323,Geen verstrekking in Open Data,Ja,2,4,M1,r. op schutbord onder motorkap,,0.00,264,Nee,Nee,Nee,2021,Geen oordeel,01,Ja,2022-05-14T00:00:00.000,2021-02-04T00:00:00.000,1974-09-01T00:00:00.000,1996-03-23T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
283,01YB50,Personenauto,BMW,528 AUTOMATIC,20190106,20100308,sedan,BLAUW,Niet geregistreerd,6,1446,1546,19751215,20000714,Geen verstrekking in Open Data,Ja,4,4,M1,r. bodemplaat by kofferruimte,G2 gasinstallatie,0.00,264,Nee,Nee,Nee,2017,Geen oordeel,05,Ja,2019-01-06T00:00:00.000,2010-03-08T00:00:00.000,1975-12-15T00:00:00.000,2000-07-14T00:00:00.000,0,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,,,,,,,,2745,5,,,,1200,,,,,,,,,
284,01ZBZP,Personenauto,BMW,M ROADSTER,20230827,20171202,cabriolet,BLAUW,Niet geregistreerd,6,1385,1485,20080110,20080110,Geen verstrekking in Open Data,Ja,2,4,M1,op r. schroefveerkoker onder motorkap,,0.17,250,Nee,Nee,Nee,2022,Logisch,00,Ja,2023-08-27T00:00:00.000,2017-12-02T00:00:00.000,2008-01-10T00:00:00.000,2008-01-10T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,411,0,1705,0,0,23791,2,3246,1705,,,89061,,e1*2001/116*0364*00,BT91,01,0,G,0.00,
285,01ZFXH,Personenauto,BMW,3ER REIHE,20230622,20080223,cabriolet,BLAUW,Niet geregistreerd,6,1595,1695,20040130,20080223,Geen verstrekking in Open Data,Ja,2,4,M1,r. op schroefveerkoker onder motorkap,,0.10,273,Nee,Ja,Nee,2022,Geen oordeel,05,Ja,2023-06-22T00:00:00.000,2008-02-23T00:00:00.000,2004-01-30T00:00:00.000,2008-02-23T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,449,0,2040,0,3715,10796,4,2979,2040,730,1600,,,e1*2001/116*0146*09,BW51,32,0,G,,
286,01ZJB3,Personenauto,BMW,1ER REIHE,20230126,20140212,stationwagen,BLAUW,Niet geregistreerd,4,1295,1395,20121127,20121127,Geen verstrekking in Open Data,Ja,4,4,M1,r. motorruimte,,0.08,269,Nee,Nee,Nee,2022,Logisch,00,Ja,2023-01-26T00:00:00.000,2014-02-12T00:00:00.000,2012-11-27T00:00:00.000,2012-11-27T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,432,0,1850,0,3125,7093,5,1995,1850,690,1200,38039,1K4,e1*2007/46*0283*04,1C11,H1,0,C,0.00,
287,01ZJBP,Personenauto,BMW,3ER REIHE,20230515,20220730,stationwagen,BLAUW,Niet geregistreerd,4,1405,1505,20080215,20080215,Geen verstrekking in Open Data,Ja,4,4,M1,op r. schroefveerkoker onder motorkap,,0.07,276,Nee,Nee,Nee,2022,Logisch,00,Ja,2023-05-15T00:00:00.000,2022-07-30T00:00:00.000,2008-02-15T00:00:00.000,2008-02-15T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,452,0,1970,0,3295,7897,5,1995,1970,695,1250,38108,390L,e1*2001/116*0308*08,VR31,AA,0,A,,
288,01ZJXB,Personenauto,BMW,Z REIHE,20220211,20210628,cabriolet,BLAUW,Niet geregistreerd,4,1195,1295,19991027,20080222,Geen verstrekking in Open Data,Ja,2,4,M1,midden tegen schutbord onder motorkap,,0.07,245,Nee,Nee,Nee,2021,Geen oordeel,05,Ja,2022-02-11T00:00:00.000,2021-06-28T00:00:00.000,1999-10-27T00:00:00.000,2008-02-22T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,405,0,1490,1,2765,8250,2,1895,1490,600,1200,,,e1*98/14*0029*10,CM11,11,0,,,
289,01ZKG9,Personenauto,BMW,X REIHE,20221218,20130906,stationwagen,BLAUW,Niet geregistreerd,4,1485,1585,20121218,20121218,Geen verstrekking in Open Data,Ja,4,4,M1,r. motorruimte,,0.09,276,Nee,Nee,Nee,2021,Logisch,00,Ja,2022-12-18T00:00:00.000,2013-09-06T00:00:00.000,2012-12-18T00:00:00.000,2012-12-18T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,448,0,2060,0,3940,8516,5,1997,2060,750,1800,45704,X1,e1*2007/46*0275*07,VL91,5A1V0,0,C,0.00,
290,01ZKH1,Personenauto,BMW,1ER REIHE,20230114,20220909,stationwagen,BLAUW,Niet geregistreerd,4,1260,1360,20130114,20130114,Geen verstrekking in Open Data,Ja,2,4,M1,r. schroefveerkoker,,0.07,269,Nee,Nee,Nee,2021,Logisch,00,Ja,2023-01-14T00:00:00.000,2022-09-09T00:00:00.000,2013-01-14T00:00:00.000,2013-01-14T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,432,0,1815,0,3090,5394,5,1598,1815,650,1200,36074,1K2,e1*2007/46*0273*05,1D11,5H205,0,B,,
291,01ZKPN,Personenauto,BMW,3ER REIHE,20230727,20211020,sedan,BLAUW,Niet geregistreerd,4,1365,1465,20070531,20080416,Geen verstrekking in Open Data,Ja,4,4,M1,op r. schroefveerkoker onder motorkap,,0.08,276,Nee,Nee,Nee,2022,Geen oordeel,05,Ja,2023-07-27T00:00:00.000,2021-10-20T00:00:00.000,2007-05-31T00:00:00.000,2008-04-16T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,452,0,1910,0,3485,13062,5,1995,1910,695,1500,,390L,e1*2001/116*0308*06,VA71,02,0,C,,
292,01ZLH5,Personenauto,BMW,3 SERIES,20230625,20220901,sedan,BLAUW,Niet geregistreerd,4,1395,1495,20130129,20130129,Geen verstrekking in Open Data,Ja,4,4,M1,r. motorruimte,,0.08,281,Nee,Nee,Nee,2022,Logisch,00,Ja,2023-06-25T00:00:00.000,2022-09-01T00:00:00.000,2013-01-29T00:00:00.000,2013-01-29T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,462,0,1970,0,0,6996,5,1995,1970,,,46154,3L,e1*2007/46*0314*10,3E11,5H000,0,A,,
293,01ZLTH,Personenauto,BMW,M3,20230604,20150928,coupe,BLAUW,Niet geregistreerd,8,1555,1655,20080401,20080401,Geen verstrekking in Open Data,Ja,2,4,M1,op r. schroefveerkoker onder motorkap,,0.19,276,Nee,Nee,Nee,2022,Logisch,00,Ja,2023-06-04T00:00:00.000,2015-09-28T00:00:00.000,2008-04-01T00:00:00.000,2008-04-01T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,462,0,2080,0,0,35836,4,3999,2080,,,116713,,e1*2001/116*0345*02,WD91,01,0,G,0.00,
294,01ZNBK,Personenauto,BMW,5ER REIHE,20230813,20080424,stationwagen,BLAUW,Niet geregistreerd,6,1660,1760,20061026,20080424,Geen verstrekking in Open Data,Ja,4,4,M1,r. op schroefveerkoker onder motorkap,,0.07,289,Nee,Nee,Nee,2022,Geen oordeel,05,Ja,2023-08-13T00:00:00.000,2008-04-24T00:00:00.000,2006-10-26T00:00:00.000,2008-04-24T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,484,0,2285,0,4345,22134,5,2497,2285,750,2000,,,e1*2001/116*0230*08,NJ51,02,0,E,,
295,01ZNDT,Personenauto,BMW,1ER REIHE,20221003,20220708,stationwagen,BLAUW,Niet geregistreerd,4,1285,1385,20080331,20080331,Geen verstrekking in Open Data,Ja,2,4,M1,op r. schroefveerkoker onder motorkap,,0.08,266,Ja,Nee,Nee,2022,Geen oordeel,07,Nee,2022-10-03T00:00:00.000,2022-07-08T00:00:00.000,2008-03-31T00:00:00.000,2008-03-31T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,424,0,1820,0,3095,7436,5,1995,1820,690,1200,31149,187,e1*2001/116*0287*12,UB31,AA,0,B,,
296,01ZPBX,Personenauto,BMW,1ER REIHE,20230506,20170620,hatchback,BLAUW,Niet geregistreerd,4,1240,1340,20080411,20080411,Geen verstrekking in Open Data,Ja,4,4,M1,r. schroefveerkoker onder motorkap,,0.07,266,Nee,Nee,Nee,2022,Logisch,00,Ja,2023-05-06T00:00:00.000,2017-06-20T00:00:00.000,2008-04-11T00:00:00.000,2008-04-11T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,424,0,1765,0,3040,5554,5,1599,1765,650,1200,27204,187,e1*2001/116*0287*13,UE31,AJ,0,B,,
297,01ZPLZ,Personenauto,BMW,1ER REIHE,20230614,20220614,stationwagen,BLAUW,Niet geregistreerd,4,1265,1365,20080418,20080418,Geen verstrekking in Open Data,Ja,2,4,M1,op r. schroefveerkoker onder motorkap,,0.08,266,Nee,Nee,Nee,2022,Logisch,00,Ja,2023-06-14T00:00:00.000,2022-06-14T00:00:00.000,2008-04-18T00:00:00.000,2008-04-18T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,424,0,1790,0,3065,9272,5,1995,1790,670,1200,41384,187,e1*2001/116*0287*12,UB91,AB,0,B,,
298,01ZPNT,Personenauto,BMW,3ER REIHE,20201209,20190520,sedan,BLAUW,Niet geregistreerd,6,1405,1505,20021002,20080416,Geen verstrekking in Open Data,Nee,4,4,M1,op r. schroefveerkoker onder motorkap,,0.11,273,Nee,Ja,Nee,2019,Geen oordeel,05,Ja,2020-12-09T00:00:00.000,2019-05-20T00:00:00.000,2002-10-02T00:00:00.000,2008-04-16T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,447,0,1930,0,3705,13026,5,2979,1930,730,1700,,,e1*98/14*0097*11,EV51,31,0,E,,
299,01ZVB7,Personenauto,BMW,3ER REIHE,20230214,20171002,sedan,BLAUW,Niet geregistreerd,4,1380,1480,20130214,20130214,Geen verstrekking in Open Data,Ja,4,4,M1,r. motorruimte,,0.07,281,Nee,Nee,Nee,2022,Logisch,00,Ja,2023-02-14T00:00:00.000,2017-10-02T00:00:00.000,2013-02-14T00:00:00.000,2013-02-14T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,462,0,1955,0,3130,5250,5,1598,1955,695,1100,49896,3L,e1*2007/46*0314*10,3A11,5A200,0,A,0.00,
