,kenteken,voertuigsoort,merk,handelsbenaming,datum_tenaamstelling,inrichting,eerste_kleur,tweede_kleur,aantal_cilinders,massa_ledig_voertuig,massa_rijklaar,datum_eerste_toelating,datum_eerste_tenaamstelling_in_nederland,wacht_op_keuren,wam_verzekerd,aantal_deuren,aantal_wielen,afstand_hart_koppeling_tot_achterzijde_voertuig,afstand_voorzijde_voertuig_tot_hart_koppeling,lengte,breedte,europese_voertuigcategorie,technische_max_massa_voertuig,volgnummer_wijziging_eu_typegoedkeuring,vermogen_massarijklaar,wielbasis,export_indicator,openstaande_terugroepactie_indicator,taxi_indicator,maximum_massa_samenstelling,jaar_laatste_registratie_tellerstand,tellerstandoordeel,code_toelichting_tellerstandoordeel,tenaamstellen_mogelijk,datum_tenaamstelling_dt,datum_eerste_toelating_dt,datum_eerste_tenaamstelling_in_nederland_dt,api_gekentekende_voertuigen_assen,api_gekentekende_voertuigen_brandstof,api_gekentekende_voertuigen_carrosserie,api_gekentekende_voertuigen_carrosserie_specifiek,api_gekentekende_voertuigen_voertuigklasse,plaats_chassisnummer,vervaldatum_apk,vervaldatum_apk_dt,type_gasinstallatie,maximum_last_onder_de_vooras_sen_tezamen_koppeling,bruto_bpm,aantal_zitplaatsen,cilinderinhoud,toegestane_maximum_massa_voertuig,maximum_massa_trekken_ongeremd,maximum_trekken_massa_geremd,catalogusprijs,typegoedkeuringsnummer,variant,uitvoering,aantal_rolstoelplaatsen,maximum_ondersteunende_snelheid,zuinigheidsclassificatie,type,registratie_datum_goedkeuring_afschrijvingsmoment_bpm,registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt
429,04DGJX,Personenauto,OPEL,VECTRA-B,20220919,sedan,ROOD,Niet geregistreerd,4,1233,1333,19990802,19990802,Geen verstrekking in Open Data,Ja,4,4,0,0,450,0,M1,1830,1,0.06,264,Nee,Nee,Nee,3180,2022,Logisch,00,Ja,2022-09-19T00:00:00.000,1999-08-02T00:00:00.000,1999-08-02T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230820,2023-08-20T00:00:00.000,,,5222,5,1796,1830,660,1350,,e1*98/14*0030*10,BK11,2A07AHFKDC5,0,,,,,
430,04DLPB,Personenauto,OPEL,CORSA-B,20210311,hatchback,ROOD,Niet geregistreerd,4,955,1055,19990925,19990925,Geen verstrekking in Open Data,Ja,4,4,0,0,374,0,M1,1475,1,0.06,244,Nee,Nee,Nee,2475,2021,Logisch,00,Ja,2021-03-11T00:00:00.000,1999-09-25T00:00:00.000,1999-09-25T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20220705,2022-07-05T00:00:00.000,,,2845,5,1389,1475,450,1000,,e1*98/14*0053*08,DJ11,0A15AKDEDG5,0,,,,,
431,04DSTB,Personenauto,OPEL,VECTRA-B,20220725,sedan,ROOD,Niet geregistreerd,4,1180,1280,19991123,19991123,Geen verstrekking in Open Data,Ja,4,4,0,0,450,0,M1,1815,1,0.06,264,Nee,Nee,Nee,3015,2022,Logisch,00,Ja,2022-07-25T00:00:00.000,1999-11-23T00:00:00.000,1999-11-23T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230725,2023-07-25T00:00:00.000,,,4654,5,1598,1815,635,1200,,e1*98/14*0030*12,BB11,2A03AGEKGC5,0,,,,,
432,04FBGJ,Personenauto,OPEL,ASTRA-G-CC,20200918,hatchback,ROOD,Niet geregistreerd,4,1094,1194,20000127,20000127,Geen verstrekking in Open Data,Ja,4,4,0,0,411,0,M1,1645,1,0.06,261,Nee,Nee,Nee,2795,2022,Logisch,00,Ja,2020-09-18T00:00:00.000,2000-01-27T00:00:00.000,2000-01-27T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20221224,2022-12-24T00:00:00.000,,,3869,5,1598,1645,570,1150,,e1*98/14*0086*07,CD11,2A06AR35FDH5,0,,,,,
433,04FBJZ,Personenauto,OPEL,CORSA-B,20191119,hatchback,ROOD,Niet geregistreerd,4,880,980,20000201,20000201,Geen verstrekking in Open Data,Ja,4,4,0,0,374,0,M1,1400,1,0.05,244,Nee,Nee,Nee,2400,2021,Onlogisch,04,Ja,2019-11-19T00:00:00.000,2000-02-01T00:00:00.000,2000-02-01T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20221101,2022-11-01T00:00:00.000,,,2328,5,1199,1400,450,1000,,e1*98/14*0053*09,DR11,0A05A7BFAB5,0,,,,,
434,04FBSR,Personenauto,OPEL,CORSA-B,20030109,hatchback,ROOD,Niet geregistreerd,4,850,950,20000202,20000202,Geen verstrekking in Open Data,Ja,2,4,0,0,374,0,M1,1370,1,0.05,244,Nee,Nee,Nee,2370,2022,Logisch,00,Ja,2003-01-09T00:00:00.000,2000-02-02T00:00:00.000,2000-02-02T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230202,2023-02-02T00:00:00.000,,,2096,5,1199,1370,450,1000,,e1*98/14*0053*06,CR11,0A02A3BFAB5,0,,,,,
435,04FDVR,Personenauto,OPEL,ASTRA-G,20161206,sedan,ROOD,Niet geregistreerd,4,1063,1163,20000217,20000217,Geen verstrekking in Open Data,Ja,4,4,0,0,425,0,M1,1625,1,0.05,261,Nee,Nee,Nee,2625,2022,Logisch,00,Ja,2016-12-06T00:00:00.000,2000-02-17T00:00:00.000,2000-02-17T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230112,2023-01-12T00:00:00.000,,,3429,5,1598,1625,570,1000,,e1*98/14*0101*04,GC11,2A02AC02FDB5,0,,,,,
436,04FJ78,Personenauto,OPEL,ADMIRAL,20140728,Niet geregistreerd,ROOD,Niet geregistreerd,6,1522,1622,19750327,19750327,Geen verstrekking in Open Data,Nee,4,4,0,0,0,0,M1,0,0,0.00,285,Nee,Nee,Nee,0,2013,Geen oordeel,01,Ja,2014-07-28T00:00:00.000,1975-03-27T00:00:00.000,1975-03-27T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op slotplaat onder motorkap,,,,0,,,,,,,,,,,,,,,,
437,04FKZX,Personenauto,OPEL,ASTRA-G-CC,20200303,hatchback,ROOD,Niet geregistreerd,4,1114,1214,20000420,20000420,Geen verstrekking in Open Data,Ja,4,4,0,0,411,0,M1,1695,1,0.06,261,Nee,Nee,Nee,2845,2022,Logisch,00,Ja,2020-03-03T00:00:00.000,2000-04-20T00:00:00.000,2000-04-20T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230909,2023-09-09T00:00:00.000,,,4318,5,1598,1695,570,1150,,e1*98/14*0086*08,DD11,2A09A140AFE5,0,,,,,
438,04FLRG,Personenauto,OPEL,ASTRA-G-CC,20190916,hatchback,ROOD,Niet geregistreerd,4,1054,1154,20000428,20000428,Geen verstrekking in Open Data,Ja,2,4,0,0,411,0,M1,1605,1,0.05,261,Nee,Nee,Nee,2605,2022,Logisch,00,Ja,2019-09-16T00:00:00.000,2000-04-28T00:00:00.000,2000-04-28T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230924,2023-09-24T00:00:00.000,,,3290,5,1598,1605,570,1000,,e1*98/14*0086*08,AC11,2A03AH33FDB5,0,,,,,
439,04FVSZ,Personenauto,OPEL,ASTRA-G-CC,20180523,hatchback,ROOD,Niet geregistreerd,4,1063,1163,20000725,20000725,Geen verstrekking in Open Data,Ja,4,4,0,0,411,0,M1,1625,1,0.05,261,Nee,Nee,Nee,2625,2021,Logisch,00,Ja,2018-05-23T00:00:00.000,2000-07-25T00:00:00.000,2000-07-25T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20221220,2022-12-20T00:00:00.000,,,3215,5,1598,1625,570,1000,,e1*98/14*0086*08,CC11,2A05AM33FDB5,0,,,,,
440,04FXRJ,Personenauto,OPEL,ASTRA-G-CC,20120107,hatchback,ROOD,Niet geregistreerd,4,1054,1154,20000804,20000804,Geen verstrekking in Open Data,Ja,2,4,0,0,411,0,M1,1635,1,0.05,261,Nee,Nee,Nee,2585,2022,Logisch,00,Ja,2012-01-07T00:00:00.000,2000-08-04T00:00:00.000,2000-08-04T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230829,2023-08-29T00:00:00.000,,,3529,5,1598,1635,570,950,,e1*98/14*0086*08,BC11,2A03AN36FDB5,0,,,,,
441,04FZLP,Personenauto,OPEL,ASTRA-G-CC,20201228,hatchback,ROOD,Niet geregistreerd,4,1063,1163,20000829,20000829,Geen verstrekking in Open Data,Ja,4,4,0,0,411,0,M1,1655,1,0.05,261,Nee,Nee,Nee,2605,2020,Logisch,00,Ja,2020-12-28T00:00:00.000,2000-08-29T00:00:00.000,2000-08-29T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20211013,2021-10-13T00:00:00.000,,,3656,5,1598,1655,570,950,,e1*98/14*0086*08,DC11,2A05AT36FDB5,0,,,,,
442,04GDR8,Personenauto,OPEL,CORSA,20180618,MPV,ROOD,Niet geregistreerd,4,1028,1128,20080602,20080602,Geen verstrekking in Open Data,Ja,2,4,0,0,0,0,M1,1575,0,0.05,251,Nee,Nee,Nee,2405,2021,Logisch,00,Ja,2018-06-18T00:00:00.000,2008-06-02T00:00:00.000,2008-06-02T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20221217,2022-12-17T00:00:00.000,,,2676,5,1229,1575,450,800,16289,e1*2001/116*0379*07,BB11,1A14A4DCCA5,0,0.00,B,S-D,,
443,04GPDT,Personenauto,OPEL,CORSA-C,20120704,hatchback,ROOD,Niet geregistreerd,4,910,1010,20010129,20010129,Geen verstrekking in Open Data,Ja,2,4,0,0,382,0,M1,1430,1,0.05,249,Nee,Nee,Nee,2360,2022,Logisch,00,Ja,2012-07-04T00:00:00.000,2001-01-29T00:00:00.000,2001-01-29T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230221,2023-02-21T00:00:00.000,,,2514,5,1199,1430,450,1000,,e1*98/14*0148*02,AB11,1A02A2BBCA5,0,,C,,,
444,04GSGP,Personenauto,OPEL,CORSA-C,20210511,hatchback,ROOD,Niet geregistreerd,4,935,1035,20010227,20010227,Geen verstrekking in Open Data,Ja,4,4,0,0,382,0,M1,1470,1,0.05,249,Nee,Nee,Nee,2360,2022,Logisch,00,Ja,2021-05-11T00:00:00.000,2001-02-27T00:00:00.000,2001-02-27T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230512,2023-05-12T00:00:00.000,,,3226,5,1199,1470,450,950,,e1*98/14*0148*02,DB11,4A07ACCBCA5,0,,C,,,
445,04GSNJ,Personenauto,OPEL,CORSA-C,20160910,hatchback,ROOD,Niet geregistreerd,4,910,1010,20010317,20010317,Geen verstrekking in Open Data,Ja,2,4,0,0,382,0,M1,1430,1,0.05,249,Nee,Nee,Nee,2360,2022,Logisch,00,Ja,2016-09-10T00:00:00.000,2001-03-17T00:00:00.000,2001-03-17T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230512,2023-05-12T00:00:00.000,,,2464,5,1199,1430,450,1000,,e1*98/14*0148*01,AB11,1A02A2BBCA5,0,,C,,,
446,04GTBX,Personenauto,OPEL,CORSA-C,20190128,hatchback,ROOD,Niet geregistreerd,4,935,1035,20010319,20010319,Geen verstrekking in Open Data,Ja,4,4,0,0,382,0,M1,1430,1,0.05,249,Nee,Nee,Nee,2360,2022,Onlogisch,04,Ja,2019-01-28T00:00:00.000,2001-03-19T00:00:00.000,2001-03-19T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230408,2023-04-08T00:00:00.000,,,2639,5,1199,1430,450,1000,,e1*98/14*0148*02,CB11,1A07A2BBCA5,0,,C,,,
447,04GTNZ,Personenauto,OPEL,CORSA-C,20200131,hatchback,ROOD,Niet geregistreerd,4,935,1035,20010322,20010322,Geen verstrekking in Open Data,Ja,4,4,0,0,382,0,M1,1470,1,0.05,249,Nee,Nee,Nee,2400,2022,Logisch,00,Ja,2020-01-31T00:00:00.000,2001-03-22T00:00:00.000,2001-03-22T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230322,2023-03-22T00:00:00.000,,0,3364,5,1199,1470,450,1000,,e1*98/14*0148*02,DB11,4A07ACCDCA5,0,,C,,,
448,04GTZL,Personenauto,OPEL,AGILA,20081106,MPV,ROOD,Niet geregistreerd,4,930,1030,20010323,20010323,Geen verstrekking in Open Data,Ja,4,4,0,0,350,0,M1,1340,1,0.05,236,Nee,Nee,Nee,1990,2021,Logisch,00,Ja,2008-11-06T00:00:00.000,2001-03-23T00:00:00.000,2001-03-23T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,r. tegen schutbord onder motorkap,20221103,2022-11-03T00:00:00.000,,,1815,4,1199,1340,350,650,,e1*98/14*0141*03,AB11,1A04A2BAAA4,0,,C,,,
449,04GXTX,Personenauto,OPEL,AGILA,20220107,MPV,ROOD,Niet geregistreerd,4,930,1030,20010427,20010427,Geen verstrekking in Open Data,Ja,4,4,0,0,350,0,M1,1340,1,0.05,236,Nee,Nee,Nee,1990,2022,Logisch,00,Ja,2022-01-07T00:00:00.000,2001-04-27T00:00:00.000,2001-04-27T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,r. tegen schutbord onder motorkap,20230322,2023-03-22T00:00:00.000,,,1889,4,1199,1340,350,650,,e1*98/14*0141*03,AB11,1A04A2BAAA4,0,,C,,,
450,04HBDK,Personenauto,OPEL,CORSA-C,20220610,hatchback,ROOD,Niet geregistreerd,4,910,1010,20010508,20010508,Geen verstrekking in Open Data,Ja,2,4,0,0,382,0,M1,1430,1,0.05,249,Nee,Nee,Nee,2235,2022,Logisch,00,Ja,2022-06-10T00:00:00.000,2001-05-08T00:00:00.000,2001-05-08T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230625,2023-06-25T00:00:00.000,,,2090,5,1199,1430,450,1000,,e1*98/14*0148*02,AB11,1A02A2BBBA5,0,,C,,,
451,04HNNK,Personenauto,OPEL,CORSA-C,20130429,hatchback,ROOD,Niet geregistreerd,4,910,1010,20010919,20010919,Geen verstrekking in Open Data,Ja,2,4,0,0,382,0,M1,1430,1,0.05,249,Nee,Nee,Nee,2360,2022,Logisch,00,Ja,2013-04-29T00:00:00.000,2001-09-19T00:00:00.000,2001-09-19T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230525,2023-05-25T00:00:00.000,,,2404,5,1199,1430,450,1000,,e1*98/14*0148*02,AB11,1A02A2BBCA5,0,,C,,,
452,04HTLP,Personenauto,OPEL,AGILA,20150604,MPV,ROOD,Niet geregistreerd,4,930,1030,20011128,20011128,Geen verstrekking in Open Data,Ja,4,4,0,0,350,0,M1,1370,0,0.05,236,Nee,Nee,Nee,1990,2022,Logisch,00,Ja,2015-06-04T00:00:00.000,2001-11-28T00:00:00.000,2001-11-28T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,r. tegen schutbord onder motorkap,20230527,2023-05-27T00:00:00.000,,,1954,4,1199,1370,350,650,,e1*98/14*0141*04,AB11,1A04A2BAAA4,0,,C,,,
453,04HTNL,Personenauto,OPEL,CORSA-C,20210731,hatchback,ROOD,Niet geregistreerd,4,910,1010,20011129,20011129,Geen verstrekking in Open Data,Ja,2,4,0,0,382,0,M1,1430,1,0.05,249,Nee,Nee,Nee,2360,2021,Logisch,00,Nee,2021-07-31T00:00:00.000,2001-11-29T00:00:00.000,2001-11-29T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20221012,2022-10-12T00:00:00.000,,,2404,5,1199,1430,450,1000,,e1*98/14*0148*02,AB11,1A02A2BBCA5,0,,C,,,
454,04HTRK,Personenauto,OPEL,CORSA-C,20190921,hatchback,ROOD,Niet geregistreerd,4,910,1010,20011130,20011130,Geen verstrekking in Open Data,Ja,2,4,0,0,382,0,M1,1430,1,0.05,249,Nee,Nee,Nee,2360,2022,Logisch,00,Ja,2019-09-21T00:00:00.000,2001-11-30T00:00:00.000,2001-11-30T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230917,2023-09-17T00:00:00.000,,,2404,5,1199,1430,450,1000,,e1*98/14*0148*02,AB11,1A02A2BBCA5,0,,C,,,
455,04HXRG,Personenauto,OPEL,CORSA-C,20170220,hatchback,ROOD,Niet geregistreerd,4,935,1035,20020111,20020111,Geen verstrekking in Open Data,Ja,4,4,0,0,382,0,M1,1430,0,0.05,249,Nee,Nee,Nee,2360,2021,Logisch,00,Ja,2017-02-20T00:00:00.000,2002-01-11T00:00:00.000,2002-01-11T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20221120,2022-11-20T00:00:00.000,,,2394,5,1199,1430,450,1000,,e1*98/14*0148*03,CB11,1A07A2BBCA5,0,,C,,,
456,04JDR3,Personenauto,OPEL,AGILA,20200730,stationwagen,ROOD,Niet geregistreerd,4,965,1065,20090428,20090428,Geen verstrekking in Open Data,Ja,4,4,0,0,374,0,M1,1485,0,0.06,236,Nee,Nee,Nee,1685,2022,Logisch,00,Ja,2020-07-30T00:00:00.000,2009-04-28T00:00:00.000,2009-04-28T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op r. schroefveerkoker onder motorkap,20230223,2023-02-23T00:00:00.000,,,1840,5,1242,1485,200,200,13288,e4*2001/116*0135*02,AB11,1A02A1AABA5,0,,B,H-B,,
457,04JJHV,Personenauto,OPEL,AGILA,20160312,MPV,ROOD,Niet geregistreerd,4,930,1030,20020424,20020424,Geen verstrekking in Open Data,Ja,4,4,0,0,350,0,M1,1370,0,0.05,236,Nee,Nee,Nee,1990,2022,Logisch,00,Ja,2016-03-12T00:00:00.000,2002-04-24T00:00:00.000,2002-04-24T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,r. tegen schutbord onder motorkap,20230424,2023-04-24T00:00:00.000,,,2332,4,1199,1370,350,650,,e1*98/14*0141*05,AB11,1A04A2BAAA4,0,,D,,,
458,04JJLG,Personenauto,OPEL,CORSA-C,20220502,hatchback,ROOD,Niet geregistreerd,4,910,1010,20020423,20020423,Geen verstrekking in Open Data,Ja,2,4,0,0,382,0,M1,1430,0,0.05,249,Nee,Nee,Nee,2360,2022,Logisch,00,Ja,2022-05-02T00:00:00.000,2002-04-23T00:00:00.000,2002-04-23T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230918,2023-09-18T00:00:00.000,,,2215,5,1199,1430,450,1000,,e1*98/14*0148*04,AB11,1A02A2BBCA5,0,,C,,,
459,04JPLR,Personenauto,OPEL,AGILA,20120627,MPV,ROOD,Niet geregistreerd,4,930,1030,20020628,20020628,Geen verstrekking in Open Data,Ja,4,4,0,0,350,0,M1,1370,0,0.05,236,Nee,Ja,Nee,1990,2022,Logisch,00,Ja,2012-06-27T00:00:00.000,2002-06-28T00:00:00.000,2002-06-28T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,r. tegen schutbord onder motorkap,20230424,2023-04-24T00:00:00.000,,,1870,4,1199,1370,350,650,,e1*98/14*0141*05,AB11,1A04A2BAAA4,0,,D,,,
460,04JPS6,Personenauto,OPEL,AGILA,20090723,stationwagen,ROOD,Niet geregistreerd,4,1015,1115,20090723,20090723,Geen verstrekking in Open Data,Ja,4,4,0,0,374,0,M1,1485,0,0.06,236,Nee,Nee,Nee,1685,2022,Logisch,00,Ja,2009-07-23T00:00:00.000,2009-07-23T00:00:00.000,2009-07-23T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op r. schroefveerkoker onder motorkap,20230723,2023-07-23T00:00:00.000,,,2842,5,1242,1485,200,200,15189,e4*2001/116*0135*03,AB11,1A03A1ABCA5,0,,C,H-B,,
