,kenteken,voertuigsoort,merk,handelsbenaming,datum_tenaamstelling,inrichting,eerste_kleur,tweede_kleur,aantal_cilinders,massa_ledig_voertuig,massa_rijklaar,datum_eerste_toelating,datum_eerste_tenaamstelling_in_nederland,wacht_op_keuren,wam_verzekerd,aantal_deuren,aantal_wielen,afstand_hart_koppeling_tot_achterzijde_voertuig,afstand_voorzijde_voertuig_tot_hart_koppeling,lengte,breedte,europese_voertuigcategorie,plaats_chassisnummer,technische_max_massa_voertuig,volgnummer_wijziging_eu_typegoedkeuring,vermogen_massarijklaar,wielbasis,export_indicator,openstaande_terugroepactie_indicator,taxi_indicator,maximum_massa_samenstelling,jaar_laatste_registratie_tellerstand,tellerstandoordeel,code_toelichting_tellerstandoordeel,tenaamstellen_mogelijk,datum_tenaamstelling_dt,datum_eerste_toelating_dt,datum_eerste_tenaamstelling_in_nederland_dt,maximum_last_onder_de_vooras_sen_tezamen_koppeling,api_gekentekende_voertuigen_assen,api_gekentekende_voertuigen_brandstof,api_gekentekende_voertuigen_carrosserie,api_gekentekende_voertuigen_carrosserie_specifiek,api_gekentekende_voertuigen_voertuigklasse,vervaldatum_apk,bruto_bpm,aantal_zitplaatsen,cilinderinhoud,toegestane_maximum_massa_voertuig,catalogusprijs,type,typegoedkeuringsnummer,variant,uitvoering,aantal_rolstoelplaatsen,vervaldatum_apk_dt,zuinigheidsclassificatie,maximum_ondersteunende_snelheid,maximum_massa_trekken_ongeremd,maximum_trekken_massa_geremd
845,04JFT2,Personenauto,TOYOTA,TOYOTA AYGO,20200917,hatchback,WIT,Niet geregistreerd,3,815,915,20090522,20090522,Geen verstrekking in Open Data,Ja,4,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1190,0,0.05,234,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2020-09-17T00:00:00.000,2009-05-22T00:00:00.000,2009-05-22T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230524,,4,998,1190,10490,AB1,e11*2001/116*0236*06,KGB10(H),KGB10L-AHGGKW(1G),0,2023-05-24T00:00:00.000,A,,,
846,04JFT3,Personenauto,TOYOTA,TOYOTA AYGO,20170325,hatchback,WIT,Niet geregistreerd,3,805,905,20090508,20090508,Geen verstrekking in Open Data,Ja,4,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1190,0,0.06,234,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2017-03-25T00:00:00.000,2009-05-08T00:00:00.000,2009-05-08T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230518,,4,998,1190,9840,AB1,e11*2001/116*0236*06,KGB10(H),KGB10L-AHMGKW(1G),0,2023-05-18T00:00:00.000,A,,,
847,04JJF9,Personenauto,TOYOTA,TOYOTA AYGO,20200530,hatchback,WIT,Niet geregistreerd,3,805,905,20090608,20090608,Geen verstrekking in Open Data,Ja,4,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1190,0,0.06,234,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2020-05-30T00:00:00.000,2009-06-08T00:00:00.000,2009-06-08T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230608,,4,998,1190,10564,AB1,e11*2001/116*0236*06,KGB10(H),KGB10L-AHMGKW(1G),0,2023-06-08T00:00:00.000,A,,,
848,04JJK6,Personenauto,TOYOTA,TOYOTA IQ,20200619,coupe,WIT,Niet geregistreerd,3,835,935,20090619,20090619,Geen verstrekking in Open Data,Ja,2,4,0,0,299,0,M1,by dwarsbalk,1210,0,0.05,200,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2020-06-19T00:00:00.000,2009-06-19T00:00:00.000,2009-06-19T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230221,,4,998,1210,16865,AJ1(A),e6*2001/116*0119*00,KGJ10(G),KGJ10L-BGXNGW(2A),0,2023-02-21T00:00:00.000,A,,,
849,04JKS5,Personenauto,TOYOTA,TOYOTA PRIUS,20190517,hatchback,WIT,Niet geregistreerd,4,1345,1445,20090622,20090622,Geen verstrekking in Open Data,Ja,4,4,0,0,446,0,M1,by bodemplaat r. voorzitting,1805,0,0.00,270,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2019-05-17T00:00:00.000,2009-06-22T00:00:00.000,2009-06-22T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230516,,5,1798,1805,33230,XW3(A),e11*2001/116*0264*00,ZVW30(H),ZVW30L-AHXEBW(2A),0,2023-05-16T00:00:00.000,A,0.00,,
850,04JLK5,Personenauto,TOYOTA,TOYOTA AVENSIS,20210206,MPV,WIT,Niet geregistreerd,4,1385,1485,20090707,20090707,Geen verstrekking in Open Data,Ja,4,4,0,0,0,0,M1,r. bodemplaat by voorzitting,2000,0,0.07,270,Nee,Nee,Nee,3500,2022,Logisch,00,Ja,2021-02-06T00:00:00.000,2009-07-07T00:00:00.000,2009-07-07T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230128,5183,5,1798,2000,28599,T27,e11*2001/116*0331*02,ZRT271(W),ZRT271L-AWFEPW(1C),0,2023-01-28T00:00:00.000,A,,500,1500
851,04JND8,Personenauto,TOYOTA,TOYOTA IQ,20090703,coupe,WIT,Niet geregistreerd,3,835,935,20090703,20090703,Geen verstrekking in Open Data,Ja,2,4,0,0,299,0,M1,by dwarsbalk,1210,0,0.05,200,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2009-07-03T00:00:00.000,2009-07-03T00:00:00.000,2009-07-03T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230628,,4,998,1210,16015,AJ1(A),e6*2001/116*0119*00,KGJ10(G),KGJ10L-BGXNGW(2A),0,2023-06-28T00:00:00.000,A,,,
852,04JNN6,Personenauto,TOYOTA,TOYOTA IQ,20130621,coupe,WIT,Niet geregistreerd,3,820,920,20090709,20090709,Geen verstrekking in Open Data,Ja,2,4,0,0,299,0,M1,by dwarsbalk,1210,0,0.05,200,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2013-06-21T00:00:00.000,2009-07-09T00:00:00.000,2009-07-09T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230116,,4,998,1210,15565,AJ1(A),e6*2001/116*0119*00,KGJ10(G),KGJ10L-BGMRGW(2A),0,2023-01-16T00:00:00.000,A,,,
853,04JPJ8,Personenauto,TOYOTA,TOYOTA AYGO,20210730,hatchback,WIT,Niet geregistreerd,3,805,905,20090806,20090806,Geen verstrekking in Open Data,Ja,4,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1190,0,0.06,234,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2021-07-30T00:00:00.000,2009-08-06T00:00:00.000,2009-08-06T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230727,,4,998,1190,10564,AB1,e11*2001/116*0236*06,KGB10(H),KGB10L-AHMGKW(1G),0,2023-07-27T00:00:00.000,A,,,
854,04JRZ4,Personenauto,TOYOTA,TOYOTA PRIUS,20220511,hatchback,WIT,Niet geregistreerd,4,1345,1445,20090824,20090824,Geen verstrekking in Open Data,Ja,4,4,0,0,446,0,M1,by bodemplaat r. voorzitting,1805,0,0.00,270,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2022-05-11T00:00:00.000,2009-08-24T00:00:00.000,2009-08-24T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230510,,5,1798,1805,25679,XW3(A),e11*2001/116*0264*00,ZVW30(H),ZVW30L-AHXEBW(2A),0,2023-05-10T00:00:00.000,A,0.00,,
855,04JSN1,Personenauto,TOYOTA,TOYOTA PRIUS,20111115,hatchback,WIT,Niet geregistreerd,4,1345,1445,20090814,20090814,Geen verstrekking in Open Data,Ja,4,4,0,0,446,0,M1,by bodemplaat r. voorzitting,1805,0,0.00,270,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2011-11-15T00:00:00.000,2009-08-14T00:00:00.000,2009-08-14T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230814,,5,1798,1805,28679,XW3(A),e11*2001/116*0264*00,ZVW30(H),ZVW30L-AHXEBW(1A),0,2023-08-14T00:00:00.000,A,0.00,,
856,04JSV8,Personenauto,TOYOTA,TOYOTA PRIUS,20211012,hatchback,WIT,Niet geregistreerd,4,1345,1445,20090824,20090824,Geen verstrekking in Open Data,Ja,4,4,0,0,446,0,M1,by bodemplaat r. voorzitting,1805,0,0.00,270,Nee,Nee,Nee,0,2021,Logisch,00,Ja,2021-10-12T00:00:00.000,2009-08-24T00:00:00.000,2009-08-24T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20221205,,5,1798,1805,31980,XW3(A),e11*2001/116*0264*00,ZVW30(H),ZVW30L-AHXEBW(1A),0,2022-12-05T00:00:00.000,A,0.00,,
857,04JTH3,Personenauto,TOYOTA,TOYOTA PRIUS,20090825,hatchback,WIT,Niet geregistreerd,4,1345,1445,20090825,20090825,Geen verstrekking in Open Data,Ja,4,4,0,0,446,0,M1,by bodemplaat r. voorzitting,1805,0,0.00,270,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2009-08-25T00:00:00.000,2009-08-25T00:00:00.000,2009-08-25T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230831,,5,1798,1805,33230,XW3(A),e11*2001/116*0264*00,ZVW30(H),ZVW30L-AHXEBW(2A),0,2023-08-31T00:00:00.000,A,0.00,,
858,04JZH6,Personenauto,TOYOTA,TOYOTA VERSO,20190805,stationwagen,WIT,Niet geregistreerd,4,1395,1495,20091016,20091016,Geen verstrekking in Open Data,Ja,4,4,0,0,444,0,M1,r. voorzitting,2125,0,0.07,278,Nee,Nee,Nee,3425,2022,Logisch,00,Ja,2019-08-05T00:00:00.000,2009-10-16T00:00:00.000,2009-10-16T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230505,5538,5,1798,2125,27930,AR2,e11*2001/116*0350*01,ZGR21(WC),ZGR21L-GWFEPW(1B),0,2023-05-05T00:00:00.000,B,,450,1300
859,04KBS4,Personenauto,TOYOTA,TOYOTA AYGO,20091023,hatchback,WIT,Niet geregistreerd,3,805,905,20091023,20091023,Geen verstrekking in Open Data,Ja,4,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1190,0,0.06,234,Nee,Ja,Nee,0,2021,Logisch,00,Ja,2009-10-23T00:00:00.000,2009-10-23T00:00:00.000,2009-10-23T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20221023,,4,998,1190,11789,AB1,e11*2001/116*0236*06,KGB10(H),KGB10L-AHMGKW(1G),0,2022-10-23T00:00:00.000,A,,,
860,04KDN4,Personenauto,TOYOTA,TOYOTA AYGO,20220314,hatchback,WIT,Niet geregistreerd,3,805,905,20091104,20091104,Geen verstrekking in Open Data,Ja,4,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1190,0,0.06,234,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2022-03-14T00:00:00.000,2009-11-04T00:00:00.000,2009-11-04T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20221109,,4,998,1190,9965,AB1,e11*2001/116*0236*06,KGB10(H),KGB10L-AHMGKW(1G),0,2022-11-09T00:00:00.000,A,,,
861,04KGG7,Personenauto,TOYOTA,TOYOTA AYGO,20140813,hatchback,WIT,Niet geregistreerd,3,805,905,20091106,20091106,Geen verstrekking in Open Data,Ja,4,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1190,0,0.06,234,Nee,Nee,Nee,0,2021,Logisch,00,Ja,2014-08-13T00:00:00.000,2009-11-06T00:00:00.000,2009-11-06T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20221113,,4,998,1190,10689,AB1,e11*2001/116*0236*06,KGB10(H),KGB10L-AHMGKW(1G),0,2022-11-13T00:00:00.000,A,,,
862,04KKG2,Personenauto,TOYOTA,TOYOTA AYGO,20191002,hatchback,WIT,Niet geregistreerd,3,780,880,20100127,20100127,Geen verstrekking in Open Data,Ja,4,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1190,0,0.06,234,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2019-10-02T00:00:00.000,2010-01-27T00:00:00.000,2010-01-27T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20221013,,4,998,1190,9834,AB1,e11*2001/116*0236*07,KGB10(H),KGB10L-AHMRKW(1H),0,2022-10-13T00:00:00.000,A,,,
863,04KLR2,Personenauto,TOYOTA,TOYOTA PRIUS,20100119,hatchback,WIT,Niet geregistreerd,4,1345,1445,20100119,20100119,Geen verstrekking in Open Data,Ja,4,4,0,0,446,0,M1,by bodemplaat r. voorzitting,1805,0,0.00,270,Nee,Nee,Nee,0,2021,Logisch,00,Ja,2010-01-19T00:00:00.000,2010-01-19T00:00:00.000,2010-01-19T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230122,,5,1798,1805,26180,XW3(A),e11*2001/116*0264*00,ZVW30(H),ZVW30L-AHXEBW(2A),0,2023-01-22T00:00:00.000,A,0.00,,
864,04KPL8,Personenauto,TOYOTA,TOYOTA PRIUS,20180509,hatchback,WIT,Niet geregistreerd,4,1345,1445,20100115,20100115,Geen verstrekking in Open Data,Ja,4,4,0,0,446,0,M1,by bodemplaat r. voorzitting,1805,0,0.00,270,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2018-05-09T00:00:00.000,2010-01-15T00:00:00.000,2010-01-15T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20221009,,5,1798,1805,32480,XW3(A),e11*2001/116*0264*00,ZVW30(H),ZVW30L-AHXEBW(1A),0,2022-10-09T00:00:00.000,A,0.00,,
865,04KPZ9,Personenauto,TOYOTA,TOYOTA AYGO,20191214,hatchback,WIT,Niet geregistreerd,3,780,880,20100120,20100120,Geen verstrekking in Open Data,Ja,4,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1190,1,0.06,234,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2019-12-14T00:00:00.000,2010-01-20T00:00:00.000,2010-01-20T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230725,,4,998,1190,9110,AB1,e11*2001/116*0236*07,KGB10(H),KGB10L-AHMRKW(1H),0,2023-07-25T00:00:00.000,A,,,
866,04KRB1,Personenauto,TOYOTA,TOYOTA AYGO,20170327,hatchback,WIT,Niet geregistreerd,3,805,905,20100116,20100116,Geen verstrekking in Open Data,Ja,4,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1190,0,0.06,234,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2017-03-27T00:00:00.000,2010-01-16T00:00:00.000,2010-01-16T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230116,,4,998,1190,11790,AB1,e11*2001/116*0236*06,KGB10(H),KGB10L-AHMGKW(1G),0,2023-01-16T00:00:00.000,A,,,
867,04KRP1,Personenauto,TOYOTA,TOYOTA PRIUS,20101203,hatchback,WIT,Niet geregistreerd,4,1345,1445,20100127,20100127,Geen verstrekking in Open Data,Ja,4,4,0,0,446,0,M1,by bodemplaat r. voorzitting,1805,0,0.00,270,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2010-12-03T00:00:00.000,2010-01-27T00:00:00.000,2010-01-27T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230211,,5,1798,1805,36729,XW3(A),e11*2001/116*0264*00,ZVW30(H),ZVW30L-AHXEBW(2A),0,2023-02-11T00:00:00.000,A,0.00,,
868,04KTT5,Personenauto,TOYOTA,TOYOTA PRIUS,20220326,hatchback,WIT,Niet geregistreerd,4,1345,1445,20100226,20100226,Geen verstrekking in Open Data,Ja,4,4,0,0,446,0,M1,by bodemplaat r. voorzitting,1805,0,0.00,270,Nee,Nee,Nee,0,2021,Logisch,00,Ja,2022-03-26T00:00:00.000,2010-02-26T00:00:00.000,2010-02-26T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20221207,,5,1798,1805,36730,XW3(A),e11*2001/116*0264*00,ZVW30(H),ZVW30L-AHXEBW(2A),0,2022-12-07T00:00:00.000,A,0.00,,
869,04KVB5,Personenauto,TOYOTA,TOYOTA AYGO,20210319,hatchback,WIT,Niet geregistreerd,3,805,905,20100216,20100216,Geen verstrekking in Open Data,Ja,4,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1190,1,0.06,234,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2021-03-19T00:00:00.000,2010-02-16T00:00:00.000,2010-02-16T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230318,,4,998,1190,10690,AB1,e11*2001/116*0236*07,KGB10(H),KGB10L-AHMGKW(1H),0,2023-03-18T00:00:00.000,A,,,
870,04KVX6,Personenauto,TOYOTA,TOYOTA PRIUS,20190613,hatchback,WIT,Niet geregistreerd,4,1345,1445,20100226,20100226,Geen verstrekking in Open Data,Ja,4,4,0,0,446,0,M1,by bodemplaat r. voorzitting,1805,0,0.00,270,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2019-06-13T00:00:00.000,2010-02-26T00:00:00.000,2010-02-26T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230613,,5,1798,1805,33730,XW3(A),e11*2001/116*0264*00,ZVW30(H),ZVW30L-AHXEBW(2A),0,2023-06-13T00:00:00.000,A,0.00,,
871,04LDP4,Personenauto,TOYOTA,TOYOTA PRIUS,20171114,hatchback,WIT,Niet geregistreerd,4,1345,1445,20100402,20100402,Geen verstrekking in Open Data,Ja,4,4,0,0,446,0,M1,by bodemplaat r. voorzitting,1805,0,0.00,270,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2017-11-14T00:00:00.000,2010-04-02T00:00:00.000,2010-04-02T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230329,,5,1798,1805,26180,XW3(A),e11*2001/116*0264*00,ZVW30(H),ZVW30L-AHXEBW(2A),0,2023-03-29T00:00:00.000,A,0.00,,
872,04LGH9,Personenauto,TOYOTA,TOYOTA AYGO,20100424,hatchback,WIT,Niet geregistreerd,3,775,875,20100424,20100424,Geen verstrekking in Open Data,Ja,2,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1180,1,0.06,234,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2010-04-24T00:00:00.000,2010-04-24T00:00:00.000,2010-04-24T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230424,,4,998,1180,9275,AB1,e11*2001/116*0236*07,KGB10(G),KGB10L-AGMRKW(1H),0,2023-04-24T00:00:00.000,A,,,
873,04LHD1,Personenauto,TOYOTA,TOYOTA YARIS VERSO,20141017,stationwagen,WIT,Niet geregistreerd,4,975,1075,20000406,20100421,Geen verstrekking in Open Data,Ja,5,4,0,0,386,0,M1,midden tegen schutbord onder motorkap,1500,0,0.06,250,Nee,Nee,Nee,2400,2022,Geen oordeel,05,Ja,2014-10-17T00:00:00.000,2000-04-06T00:00:00.000,2010-04-21T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230420,2911,5,1299,1500,,,e6*98/14*0066*00,NCP20(H),NCP20L-CHMNKW(1A),0,2023-04-20T00:00:00.000,,0.00,400,900
874,04LHZ2,Personenauto,TOYOTA,TOYOTA AYGO,20100514,hatchback,WIT,Niet geregistreerd,3,805,905,20100514,20100514,Geen verstrekking in Open Data,Ja,4,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1190,1,0.06,234,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2010-05-14T00:00:00.000,2010-05-14T00:00:00.000,2010-05-14T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230514,,4,998,1190,10690,AB1,e11*2001/116*0236*07,KGB10(H),KGB10L-AHMGKW(1H),0,2023-05-14T00:00:00.000,A,,,
875,04LLJ1,Personenauto,TOYOTA,TOYOTA RAV4,20220706,MPV,WIT,Niet geregistreerd,4,1480,1580,20100525,20100525,Geen verstrekking in Open Data,Ja,5,4,0,0,0,0,M1,op bodemplaat onder r. voorzitting,2110,0,0.07,256,Ja,Ja,Nee,3610,2022,Logisch,00,Nee,2022-07-06T00:00:00.000,2010-05-25T00:00:00.000,2010-05-25T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20220719,7988,5,1987,2110,38380,XA3(A),e6*2001/116*0105*06,ZSA30(W),ZSA30L-BWXGPW(2G),0,2022-07-19T00:00:00.000,D,,750,1500
