;kenteken;voertuigsoort;merk;handelsbenaming;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;aantal_cilinders;massa_ledig_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;europese_voertuigcategorie;plaats_chassisnummer;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;maximum_last_onder_de_vooras_sen_tezamen_koppeling;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;vervaldatum_apk;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;technische_max_massa_voertuig;volgnummer_wijziging_eu_typegoedkeuring;maximum_massa_samenstelling;vervaldatum_apk_dt;subcategorie_nederland;aantal_zitplaatsen;cilinderinhoud;toegestane_maximum_massa_voertuig;laadvermogen;aanhangwagen_autonoom_geremd;aanhangwagen_middenas_geremd;type;maximum_massa_trekken_ongeremd;vervaldatum_tachograaf;vervaldatum_tachograaf_dt;oplegger_geremd;typegoedkeuringsnummer;variant;uitvoering;aantal_rolstoelplaatsen;maximum_ondersteunende_snelheid;aantal_staanplaatsen;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;maximale_constructiesnelheid;maximum_trekken_massa_geremd;hoogte_voertuig;hoogte_voertuig_minimum;hoogte_voertuig_maximum;verticale_belasting_koppelpunt_getrokken_voertuig;type_gasinstallatie;bruto_bpm;zuinigheidsclassificatie;catalogusprijs
465;00LLG6;Personenauto;VOLVO;240 GLT.A U9;20210906;sedan;WIT;Niet geregistreerd;4;1261;1361;19920124;20100731;Geen verstrekking in Open Data;Ja;4;4;M1;tegen r. voorste deurstyl;0.06;264;Nee;Nee;Nee;2022;Geen oordeel;05;Ja;2021-09-06T00:00:00.000;1992-01-24T00:00:00.000;2010-07-31T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240308;0;0;0;0;1780;0;0;2024-03-08T00:00:00.000;0;5;2316;1780;0;0;0;0;630;0;0;0;0;0;0;0;0;0;0;0;0;1600;0;0;0;0;0;0;0;0
466;00LLS4;Personenauto;VOLVO;V50;20191230;MPV;ZWART;Niet geregistreerd;4;1294;1394;20100526;20100526;Geen verstrekking in Open Data;Ja;4;4;M1;midden op schutbord onder motorkap;0.06;264;Nee;Nee;Nee;2022;Logisch;00;Ja;2019-12-30T00:00:00.000;2010-05-26T00:00:00.000;2010-05-26T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230125;0;0;452;0;1900;0;3200;2023-01-25T00:00:00.000;0;5;1560;1900;0;0;0;M;697;0;0;0;e4*2001/116*0076*20;MW76;MW76F2??;0;0.00;0;0;0;0;1300;0;0;0;0;0;6223;A;32015
467;00LNB8;Personenauto;VOLVO;XC70;20210416;stationwagen;ZWART;Niet geregistreerd;5;1721;1821;20080314;20100521;Geen verstrekking in Open Data;Nee;4;4;M1;onder r. voorzitting;0.07;282;Ja;Ja;Nee;2022;Geen oordeel;05;Nee;2021-04-16T00:00:00.000;2008-03-14T00:00:00.000;2010-05-21T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230408;0;0;484;0;2400;0;4500;2023-04-08T00:00:00.000;0;5;2400;2400;0;0;0;0;750;0;0;0;e9*2001/116*0065*02;BZ71;BZ7146??;0;0;0;0;0;0;2100;0;0;0;0;0;21464;E;0
468;00LND2;Personenauto;VOLVO;V70;20200228;stationwagen;GRIJS;Niet geregistreerd;4;1533;1633;20100608;20100608;Geen verstrekking in Open Data;Ja;4;4;M1;onder r. voorzitting;0.09;282;Nee;Nee;Nee;2022;Logisch;00;Ja;2020-02-28T00:00:00.000;2010-06-08T00:00:00.000;2010-06-08T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20221116;0;0;482;0;2220;0;4020;2022-11-16T00:00:00.000;0;5;1999;2220;0;0;0;B;750;0;0;0;e9*2001/116*0065*10;BW44;BW4451??;0;0.00;0;0;0;0;1800;0;0;0;0;0;10825;C;48375
469;00LNV8;Personenauto;VOLVO;V70;20160923;stationwagen;GRIJS;Niet geregistreerd;5;1590;1690;20100602;20100602;Geen verstrekking in Open Data;Ja;4;4;M1;onder r. voorzitting;0.08;282;Nee;Nee;Nee;2022;Logisch;00;Ja;2016-09-23T00:00:00.000;2010-06-02T00:00:00.000;2010-06-02T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230118;0;0;482;0;2310;0;4110;2023-01-18T00:00:00.000;0;5;2400;2310;0;0;0;B;750;0;0;0;e9*2001/116*0065*09;BW72;BW7240??;0;0.00;0;0;0;0;1800;0;0;0;0;0;14899;D;54450
470;00LPB6;Personenauto;VOLVO;V50;20151217;MPV;GRIJS;Niet geregistreerd;4;1283;1383;20100604;20100604;Geen verstrekking in Open Data;Ja;4;4;M1;midden op schutbord onder motorkap;0.08;264;Nee;Nee;Nee;2021;Logisch;00;Ja;2015-12-17T00:00:00.000;2010-06-04T00:00:00.000;2010-06-04T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230107;0;0;452;0;1890;0;3240;2023-01-07T00:00:00.000;0;5;1999;1890;0;0;0;M;650;0;0;0;e4*2001/116*0076*20;MW43;MW4352??;0;0.00;0;0;0;0;1350;0;0;0;0;0;7417;D;35679
471;00LPL8;Personenauto;VOLVO;C30;20151001;coupe;ZWART;Niet geregistreerd;4;1234;1334;20100622;20100622;Geen verstrekking in Open Data;Ja;2;4;M1;midden op schutbord onder motorkap;0.08;264;Nee;Nee;Nee;2022;Logisch;00;Ja;2015-10-01T00:00:00.000;2010-06-22T00:00:00.000;2010-06-22T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230915;0;0;427;0;1750;0;3100;2023-09-15T00:00:00.000;0;4;1999;1750;0;0;0;M;650;0;0;0;e4*2001/116*0076*20;MK43;MK4352??;0;0.00;0;0;0;0;1350;0;0;0;0;0;5646;D;26069
472;00LPP2;Personenauto;VOLVO;XC60;20200120;stationwagen;GRIJS;Niet geregistreerd;5;1716;1816;20100224;20100607;Geen verstrekking in Open Data;Ja;4;4;M1;r. bodemplaat v. voorzitting;0.07;277;Nee;Nee;Nee;2022;Geen oordeel;05;Ja;2020-01-20T00:00:00.000;2010-02-24T00:00:00.000;2010-06-07T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230307;0;0;463;0;2505;0;4505;2023-03-07T00:00:00.000;0;5;2400;2505;0;0;0;D;750;0;0;0;e9*2001/116*0068*00;DZ71;DZ7146??;0;0;0;0;0;0;2000;0;0;0;0;0;20995;F;0
473;00LRD9;Personenauto;VOLVO;V70;20210629;stationwagen;BLAUW;Niet geregistreerd;5;1590;1690;20100616;20100616;Geen verstrekking in Open Data;Ja;4;4;M1;onder r. voorzitting;0.08;282;Nee;Nee;Nee;2022;Logisch;00;Ja;2021-06-29T00:00:00.000;2010-06-16T00:00:00.000;2010-06-16T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230903;0;0;482;0;2310;0;4110;2023-09-03T00:00:00.000;0;5;2400;2310;0;0;0;B;750;0;0;0;e9*2001/116*0065*09;BW72;BW7240??;0;0.00;0;0;0;0;1800;0;0;0;0;0;14899;D;54450
474;00LRH4;Personenauto;VOLVO;V50;20110803;MPV;GRIJS;Niet geregistreerd;4;1283;1383;20100630;20100630;Geen verstrekking in Open Data;Ja;4;4;M1;midden op schutbord onder motorkap;0.08;264;Nee;Nee;Nee;2021;Logisch;00;Ja;2011-08-03T00:00:00.000;2010-06-30T00:00:00.000;2010-06-30T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20221124;0;0;452;0;1890;0;3240;2022-11-24T00:00:00.000;0;5;1999;1890;0;0;0;M;650;0;0;0;e4*2001/116*0076*20;MW43;MW4352??;0;0.00;0;0;0;0;1350;0;0;0;0;0;6887;D;32850
475;00LRK8;Personenauto;VOLVO;C30;20130419;coupe;GRIJS;Niet geregistreerd;4;1229;1329;20100616;20100616;Geen verstrekking in Open Data;Ja;2;4;M1;midden op schutbord onder motorkap;0.08;264;Nee;Nee;Nee;2022;Logisch;00;Ja;2013-04-19T00:00:00.000;2010-06-16T00:00:00.000;2010-06-16T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230617;0;0;427;0;1750;0;3100;2023-06-17T00:00:00.000;0;4;1999;1750;0;0;0;M;650;0;0;0;e4*2001/116*0076*21;MK43;MK4352??;0;0.00;0;0;0;0;1350;0;0;0;0;0;6329;D;29720
476;00LRS7;Personenauto;VOLVO;V70;20220527;stationwagen;ZWART;Niet geregistreerd;4;1467;1567;20100619;20100619;Geen verstrekking in Open Data;Ja;4;4;M1;onder r. voorzitting;0.07;282;Nee;Nee;Nee;2022;Logisch;00;Ja;2022-05-27T00:00:00.000;2010-06-19T00:00:00.000;2010-06-19T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230619;0;0;482;0;2180;0;3500;2023-06-19T00:00:00.000;0;5;1999;2180;0;0;0;B;750;0;0;0;e9*2001/116*0065*10;BW43;BW4352??;0;0.00;0;0;0;0;1320;0;0;0;0;0;11459;D;42459
477;00LSJ4;Personenauto;VOLVO;V70;20210313;stationwagen;ZWART;Niet geregistreerd;4;1511;1611;20100701;20100701;Geen verstrekking in Open Data;Ja;4;4;M1;onder r. voorzitting;0.09;282;Nee;Nee;Nee;2022;Logisch;00;Ja;2021-03-13T00:00:00.000;2010-07-01T00:00:00.000;2010-07-01T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230803;0;0;482;0;2220;0;4020;2023-08-03T00:00:00.000;0;5;1999;2220;0;0;0;B;750;0;0;0;e9*2001/116*0065*09;BW44;BW4451??;0;0.00;0;0;0;0;1800;0;0;0;0;0;10932;C;48950
478;00LSN1;Personenauto;VOLVO;S80;20130611;sedan;BLAUW;Niet geregistreerd;4;1499;1599;20100630;20100630;Geen verstrekking in Open Data;Ja;4;4;M1;r. op bodemplaat by voorzitting;0.09;284;Nee;Nee;Nee;2022;Logisch;00;Ja;2013-06-11T00:00:00.000;2010-06-30T00:00:00.000;2010-06-30T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230123;0;0;485;0;2130;0;3930;2023-01-23T00:00:00.000;0;5;1999;2130;0;0;0;A;750;0;0;0;e9*2001/116*0057*14;AS44;AS445B??;0;0.00;0;0;0;0;1800;0;0;0;0;0;10602;C;44995
479;00LST6;Personenauto;VOLVO;XC60;20161223;stationwagen;GRIJS;Niet geregistreerd;5;1640;1740;20100625;20100625;Geen verstrekking in Open Data;Ja;4;4;M1;r. bodemplaat v. voorzitting;0.07;277;Nee;Nee;Nee;2022;Logisch;00;Ja;2016-12-23T00:00:00.000;2010-06-25T00:00:00.000;2010-06-25T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20221231;0;0;463;0;2505;0;4105;2022-12-31T00:00:00.000;0;5;1984;2505;0;0;0;D;750;0;0;0;e9*2001/116*0068*07;DZ52;DZ5250??;0;0.00;0;0;0;0;1600;0;0;0;0;0;16861;D;64930
480;00LTB3;Personenauto;VOLVO;XC60;20161103;stationwagen;ZWART;Niet geregistreerd;4;1610;1710;20100629;20100629;Geen verstrekking in Open Data;Ja;4;4;M1;r. bodemplaat v. voorzitting;0.09;277;Nee;Nee;Nee;2022;Logisch;00;Ja;2016-11-03T00:00:00.000;2010-06-29T00:00:00.000;2010-06-29T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230629;0;0;463;0;2270;0;4070;2023-06-29T00:00:00.000;0;5;1999;2270;0;0;0;D;750;0;0;0;e9*2001/116*0068*07;DZ44;DZ445B??;0;0.00;0;0;0;0;1800;0;0;0;0;0;13342;C;56900
481;00LTL9;Personenauto;VOLVO;V50;20160611;MPV;GRIJS;Niet geregistreerd;5;1369;1469;20100705;20100705;Geen verstrekking in Open Data;Ja;4;4;M1;midden op schutbord onder motorkap;0.09;264;Nee;Nee;Nee;2022;Logisch;00;Ja;2016-06-11T00:00:00.000;2010-07-05T00:00:00.000;2010-07-05T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230705;0;0;452;0;1960;0;3460;2023-07-05T00:00:00.000;0;5;2435;1960;0;0;0;M;700;0;0;0;e4*2001/116*0076*20;MW38;MW3859??;0;0.00;0;0;0;0;1500;0;0;0;0;0;12592;F;42495
482;00LTP8;Personenauto;VOLVO;V70;20140606;stationwagen;GRIJS;Niet geregistreerd;4;1474;1574;20090615;20100701;Geen verstrekking in Open Data;Ja;4;4;M1;onder r. voorzitting;0.07;282;Nee;Nee;Nee;2022;Geen oordeel;05;Ja;2014-06-06T00:00:00.000;2009-06-15T00:00:00.000;2010-07-01T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230221;0;0;482;0;2180;0;3500;2023-02-21T00:00:00.000;0;5;1999;2180;0;0;0;B;750;0;0;0;e9*2001/116*0065*04;BW43;BW4352??;0;0.00;0;0;0;0;1320;0;0;0;0;0;7181;C;0
483;00LVJ2;Personenauto;VOLVO;XC60;20210719;stationwagen;ZWART;Niet geregistreerd;4;1610;1710;20100702;20100702;Geen verstrekking in Open Data;Ja;4;4;M1;r. bodemplaat v. voorzitting;0.09;277;Nee;Nee;Nee;2022;Logisch;00;Ja;2021-07-19T00:00:00.000;2010-07-02T00:00:00.000;2010-07-02T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230719;0;0;463;0;2270;0;4070;2023-07-19T00:00:00.000;0;5;1999;2270;0;0;0;D;750;0;0;0;e9*2001/116*0068*07;DZ44;DZ445B??;0;0.00;0;0;0;0;1800;0;0;0;0;0;12938;C;54740
484;00LVS9;Personenauto;VOLVO;V70;20150721;stationwagen;BLAUW;Niet geregistreerd;4;1511;1611;20100713;20100713;Geen verstrekking in Open Data;Ja;4;4;M1;onder r. voorzitting;0.09;282;Nee;Nee;Nee;2022;Logisch;00;Ja;2015-07-21T00:00:00.000;2010-07-13T00:00:00.000;2010-07-13T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230822;0;0;482;0;2220;0;4020;2023-08-22T00:00:00.000;0;5;1999;2220;0;0;0;B;750;0;0;0;e9*2001/116*0065*09;BW44;BW4451??;0;0.00;0;0;0;0;1800;0;0;0;0;0;10932;C;48950
485;00LVZ5;Personenauto;VOLVO;XC60;20100709;stationwagen;BLAUW;Niet geregistreerd;4;1610;1710;20100709;20100709;Geen verstrekking in Open Data;Ja;4;4;M1;r. bodemplaat v. voorzitting;0.09;277;Nee;Nee;Nee;2022;Logisch;00;Ja;2010-07-09T00:00:00.000;2010-07-09T00:00:00.000;2010-07-09T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230709;0;0;463;0;2270;0;4070;2023-07-09T00:00:00.000;0;5;1999;2270;0;0;0;D;750;0;0;0;e9*2001/116*0068*07;DZ44;DZ445B??;0;0.00;0;0;0;0;1800;0;0;0;0;0;14409;C;62599
486;00LXD8;Personenauto;VOLVO;C30;20110723;coupe;ZWART;Niet geregistreerd;4;1175;1275;20100713;20100713;Geen verstrekking in Open Data;Ja;2;4;M1;midden op schutbord onder motorkap;0.06;264;Nee;Nee;Nee;2022;Logisch;00;Ja;2011-07-23T00:00:00.000;2010-07-13T00:00:00.000;2010-07-13T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230505;0;0;427;0;1700;0;2900;2023-05-05T00:00:00.000;0;4;1596;1700;0;0;0;M;600;0;0;0;e4*2001/116*0076*21;MK20;MK2042??;0;0.00;0;0;0;0;1200;0;0;0;0;0;4237;D;20019
487;00LXG6;Personenauto;VOLVO;V50;20141107;MPV;GRIJS;Niet geregistreerd;4;1280;1380;20100709;20100709;Geen verstrekking in Open Data;Ja;4;4;M1;midden op schutbord onder motorkap;0.06;264;Nee;Nee;Nee;2021;Logisch;00;Ja;2014-11-07T00:00:00.000;2010-07-09T00:00:00.000;2010-07-09T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20221104;0;0;452;0;1900;0;3200;2022-11-04T00:00:00.000;0;5;1560;1900;0;0;0;M;690;0;0;0;e4*2001/116*0076*21;MW84;MW84E1??;0;0.00;0;0;0;0;1300;0;0;0;0;0;6657;A;32855
488;00LXP2;Personenauto;VOLVO;V70;20150309;stationwagen;ZWART;Niet geregistreerd;5;1590;1690;20100716;20100716;Geen verstrekking in Open Data;Ja;4;4;M1;onder r. voorzitting;0.08;282;Nee;Nee;Nee;2022;Logisch;00;Ja;2015-03-09T00:00:00.000;2010-07-16T00:00:00.000;2010-07-16T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230716;0;0;482;0;2310;0;4110;2023-07-16T00:00:00.000;0;5;2400;2310;0;0;0;B;750;0;0;0;e9*2001/116*0065*09;BW72;BW7240??;0;0.00;0;0;0;0;1800;0;0;0;0;0;13879;D;48994
489;00LXV6;Personenauto;VOLVO;V70;20150318;stationwagen;ZWART;Niet geregistreerd;4;1512;1612;20100716;20100716;Geen verstrekking in Open Data;Ja;4;4;M1;onder r. voorzitting;0.05;282;Nee;Nee;Nee;2022;Logisch;00;Ja;2015-03-18T00:00:00.000;2010-07-16T00:00:00.000;2010-07-16T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230306;0;0;482;0;2220;0;3520;2023-03-06T00:00:00.000;0;5;1560;2220;0;0;0;B;750;0;0;0;e9*2001/116*0065*10;BW76;BW7652??;0;0.00;0;0;0;0;1300;0;0;0;0;0;8265;A;40710
490;00LXX9;Personenauto;VOLVO;V70;20100714;stationwagen;GROEN;Niet geregistreerd;5;1533;1633;20010201;20100714;Geen verstrekking in Open Data;Ja;4;4;M1;midden tegen schutbord onder motorkap;0.06;276;Nee;Nee;Nee;2021;Geen oordeel;05;Ja;2010-07-14T00:00:00.000;2001-02-01T00:00:00.000;2010-07-14T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20221028;0;0;471;0;2100;1;3900;2022-10-28T00:00:00.000;0;5;2435;2100;0;0;0;0;500;0;0;0;e4*98/14*0040*02;SW65;SW65P9;0;0;0;0;0;0;1800;0;0;0;0;0;9443;D;0
491;00LZF7;Personenauto;VOLVO;V70;20170503;stationwagen;GROEN;Niet geregistreerd;5;1541;1641;20020321;20100723;Geen verstrekking in Open Data;Ja;4;4;M1;r. schutbord;0.08;276;Nee;Nee;Nee;2022;Geen oordeel;05;Ja;2017-05-03T00:00:00.000;2002-03-21T00:00:00.000;2010-07-23T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230327;0;0;0;0;2100;0;3900;2023-03-27T00:00:00.000;0;5;2435;2100;0;0;0;0;750;0;0;0;0;0;0;0;0;0;0;0;0;1800;0;0;0;0;0;10310;0;0
492;00LZG5;Personenauto;VOLVO;V50;20200418;MPV;ZWART;Niet geregistreerd;4;1280;1380;20100722;20100722;Geen verstrekking in Open Data;Ja;4;4;M1;midden op schutbord onder motorkap;0.06;264;Nee;Nee;Nee;2022;Logisch;00;Ja;2020-04-18T00:00:00.000;2010-07-22T00:00:00.000;2010-07-22T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230414;0;0;452;0;1900;0;3200;2023-04-14T00:00:00.000;0;5;1560;1900;0;0;0;M;690;0;0;0;e4*2001/116*0076*21;MW84;MW84E1??;0;0.00;0;0;0;0;1300;0;0;0;0;0;6709;A;33135
493;00LZK1;Personenauto;VOLVO;V70;20140404;stationwagen;ZWART;Niet geregistreerd;4;1558;1658;20100728;20100728;Geen verstrekking in Open Data;Ja;4;4;M1;onder r. voorzitting;0.09;282;Nee;Nee;Nee;2022;Logisch;00;Ja;2014-04-04T00:00:00.000;2010-07-28T00:00:00.000;2010-07-28T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230716;0;0;482;0;2240;0;4040;2023-07-16T00:00:00.000;0;5;1999;2240;0;0;0;B;750;0;0;0;e9*2001/116*0065*10;BW44;BW445B??;0;0.00;0;0;0;0;1800;0;0;0;0;0;12720;C;55215
494;00LZX5;Personenauto;VOLVO;S60;20120831;sedan;BLAUW;Niet geregistreerd;4;1445;1545;20100731;20100731;Geen verstrekking in Open Data;Ja;4;4;M1;r. bodemplaat by voorzitting;0.10;278;Nee;Nee;Nee;2022;Logisch;00;Ja;2012-08-31T00:00:00.000;2010-07-31T00:00:00.000;2010-07-31T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230731;0;0;463;0;2040;0;3840;2023-07-31T00:00:00.000;0;5;1999;2040;0;0;0;F;750;0;0;0;e9*2007/46*0023*01;FS44;FS4451??;0;0.00;0;0;0;0;1800;0;0;0;0;0;10637;C;47369
