;kenteken;voertuigsoort;merk;handelsbenaming;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;aantal_cilinders;massa_ledig_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;europese_voertuigcategorie;plaats_chassisnummer;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;maximum_last_onder_de_vooras_sen_tezamen_koppeling;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;vervaldatum_apk;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;technische_max_massa_voertuig;volgnummer_wijziging_eu_typegoedkeuring;maximum_massa_samenstelling;vervaldatum_apk_dt;subcategorie_nederland;aantal_zitplaatsen;cilinderinhoud;toegestane_maximum_massa_voertuig;laadvermogen;aanhangwagen_autonoom_geremd;aanhangwagen_middenas_geremd;type;maximum_massa_trekken_ongeremd;vervaldatum_tachograaf;vervaldatum_tachograaf_dt;oplegger_geremd;typegoedkeuringsnummer;variant;uitvoering;aantal_rolstoelplaatsen;maximum_ondersteunende_snelheid;aantal_staanplaatsen;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;maximale_constructiesnelheid;maximum_trekken_massa_geremd;hoogte_voertuig;hoogte_voertuig_minimum;hoogte_voertuig_maximum;verticale_belasting_koppelpunt_getrokken_voertuig;type_gasinstallatie;bruto_bpm;zuinigheidsclassificatie;catalogusprijs
80;00BJB5;Bedrijfsauto;VOLVO;FH;20170117;opleggertrekker;N.v.t.;N.v.t.;6;8026;8126;20170117;20170117;Geen verstrekking in Open Data;Ja;2;6;N3;op balk v. r.;0.04;380;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2017-01-17T00:00:00.000;2017-01-17T00:00:00.000;2017-01-17T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230117;0;472;599;252;20100;0;50000;2023-01-17T00:00:00.000;0;2;12777;19000;0;0;0;VTA3T;750;20221209;2022-12-09T00:00:00.000;41874;e11*2007/46*3086*04;C3FHA1;N5RR3M6751AXX3HNYUUC;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0
81;00BJF1;Bedrijfsauto;VOLVO;FM;20170717;betonmixer;N.v.t.;N.v.t.;6;17395;17495;20170206;20170206;Geen verstrekking in Open Data;Ja;0;14;N3;r. balk by vooras;0.02;780;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2017-07-17T00:00:00.000;2017-02-06T00:00:00.000;2017-02-06T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230206;0;0;1030;255;53000;0;0;2023-02-06T00:00:00.000;0;2;12777;49000;31605;0;0;VTY3R;0;20230119;2023-01-19T00:00:00.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
82;00BJG6;Bedrijfsauto;VOLVO;VOLVO FL E5;20170303;gesloten opbouw;N.v.t.;N.v.t.;6;7340;7440;20101117;20170303;Geen verstrekking in Open Data;Ja;0;4;N2;r. balk v. vooras;0.02;500;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2017-03-03T00:00:00.000;2010-11-17T00:00:00.000;2017-03-03T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230210;0;890;898;255;12000;0;15490;2023-02-10T00:00:00.000;0;3;7146;11990;4650;3500;3500;FLL42 N2 5.0 E5;0;20230112;2023-01-12T00:00:00.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
83;00BJH6;Bedrijfsauto;VOLVO;FH;20170324;opleggertrekker;N.v.t.;N.v.t.;6;8253;8353;20170324;20170324;Geen verstrekking in Open Data;Ja;2;6;N3;op balk v. r.;0.04;380;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2017-03-24T00:00:00.000;2017-03-24T00:00:00.000;2017-03-24T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230324;0;459;599;252;21000;0;50000;2023-03-24T00:00:00.000;0;2;12777;19500;0;0;0;VTA3T;750;20230201;2023-02-01T00:00:00.000;41647;e11*2007/46*3086*04;C3FHA1;N5RR3M68013XX3H5TUUC;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0
84;00BJN7;Bedrijfsauto;VOLVO;FL;20170526;gesloten opbouw;N.v.t.;N.v.t.;6;8300;8400;20170522;20170522;Geen verstrekking in Open Data;Ja;0;4;N3;r. balk by vooras;0.02;620;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2017-05-26T00:00:00.000;2017-05-22T00:00:00.000;2017-05-22T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230522;0;0;1046;255;18000;0;0;2023-05-22T00:00:00.000;0;6;7698;18000;9700;0;0;FLB3C;0;20230401;2023-04-01T00:00:00.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
85;00BJP7;Bedrijfsauto;VOLVO;FM;20170613;opleggertrekker;N.v.t.;N.v.t.;6;7310;7410;20170613;20170613;Geen verstrekking in Open Data;Ja;0;6;N3;op balk v. r.;0.04;370;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2017-06-13T00:00:00.000;2017-06-13T00:00:00.000;2017-06-13T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230613;0;464;589;254;21000;0;50000;2023-06-13T00:00:00.000;0;2;10837;19500;0;0;0;VTA3T;750;20230608;2023-06-08T00:00:00.000;42590;e11*2007/46*3086*05;C1FMA1;N5RR1K68013XX3H5TUUC;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0
86;00BJR4;Bedrijfsauto;VOLVO;FH;20170707;opleggertrekker;N.v.t.;N.v.t.;6;8344;8444;20170707;20170707;Geen verstrekking in Open Data;Ja;2;6;N3;op balk v. r.;0.04;380;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2017-07-07T00:00:00.000;2017-07-07T00:00:00.000;2017-07-07T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230707;0;434;599;252;21000;0;50000;2023-07-07T00:00:00.000;0;2;12777;19500;0;0;0;VTA3T;750;20230617;2023-06-17T00:00:00.000;41556;e11*2007/46*3086*06;C3FHA1;N5RR3M68013XX3H5TUUC;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0
87;00BJT5;Bedrijfsauto;VOLVO;FH;20170908;opleggertrekker;N.v.t.;N.v.t.;6;9063;9163;20170908;20170908;Geen verstrekking in Open Data;Ja;2;8;N3;op balk v. r.;0.04;410;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2017-09-08T00:00:00.000;2017-09-08T00:00:00.000;2017-09-08T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230908;0;0;651;254;27000;0;50000;2023-09-08T00:00:00.000;0;2;12777;27000;0;0;0;VTG3T;750;20230819;2023-08-19T00:00:00.000;40837;e11*2007/46*3261*04;C3FHA2;N5RR3M68019753H5RUUA;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0
88;00BJV8;Bedrijfsauto;VOLVO;FH;20210409;gesloten opbouw;N.v.t.;N.v.t.;6;14460;14560;20170828;20170828;Geen verstrekking in Open Data;Ja;0;8;N3;r. balk by vooras;0.02;737;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2021-04-09T00:00:00.000;2017-08-28T00:00:00.000;2017-08-28T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230828;0;1082;1112;252;30000;0;50000;2023-08-28T00:00:00.000;0;4;12777;27000;12540;26100;13600;VTJ3R;750;20230715;2023-07-15T00:00:00.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
89;00BJX3;Bedrijfsauto;VOLVO;FH;20180102;opleggertrekker;N.v.t.;N.v.t.;6;8832;8932;20180102;20180102;Geen verstrekking in Open Data;Ja;2;8;N3;op balk v. r.;0.04;410;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2018-01-02T00:00:00.000;2018-01-02T00:00:00.000;2018-01-02T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230102;0;0;651;254;27000;0;50000;2023-01-02T00:00:00.000;0;2;12777;27000;0;0;0;VTG3T;750;20240712;2024-07-12T00:00:00.000;41068;e11*2007/46*3261*05;C3FHA3;N6HR3N68019753H5TAUA;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0
90;00BJZ1;Bedrijfsauto;VOLVO;FM;20171003;veewagen;N.v.t.;N.v.t.;6;10780;10880;20170928;20170928;Geen verstrekking in Open Data;Ja;0;6;N3;r. balk by vooras;0.02;520;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2017-10-03T00:00:00.000;2017-09-28T00:00:00.000;2017-09-28T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230928;0;883;900;255;20300;0;50000;2023-09-28T00:00:00.000;0;2;10837;19500;8720;39120;0;VTA3R;750;20230831;2023-08-31T00:00:00.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
91;00BKD1;Bedrijfsauto;VOLVO;FH;20210205;opleggertrekker;N.v.t.;N.v.t.;6;8608;8708;20140530;20171110;Geen verstrekking in Open Data;Ja;2;4;N3;r. balk by vooras;0.04;380;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2021-02-05T00:00:00.000;2014-05-30T00:00:00.000;2017-11-10T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20221119;0;450;620;253;20100;0;44000;2022-11-19T00:00:00.000;0;2;12777;18600;0;0;0;24A3C (4X2 TRACTOR);0;20231101;2023-11-01T00:00:00.000;35292;e11*2007/46*0271*06;C3XA4F;N5RR3M67113XXA4KUUA;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0
92;00BKD5;Bedrijfsauto;VOLVO;FH;20171121;opleggertrekker;N.v.t.;N.v.t.;6;8196;8296;20171121;20171121;Geen verstrekking in Open Data;Ja;2;6;N3;op balk v. r.;0.05;380;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2017-11-21T00:00:00.000;2017-11-21T00:00:00.000;2017-11-21T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20221121;0;457;599;254;20100;0;50000;2022-11-21T00:00:00.000;0;2;12777;19000;0;0;0;VTA3T;750;20231110;2023-11-10T00:00:00.000;41704;e11*2007/46*3086*07;C3FHA1;N5HV3N6751AXX3H5TUUC;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0
93;00BKG7;Bedrijfsauto;VOLVO;FH;20200110;voertuig met haakarm;N.v.t.;N.v.t.;6;14065;14165;20171208;20171208;Geen verstrekking in Open Data;Ja;0;10;N3;r. balk by vooras;0.02;667;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2020-01-10T00:00:00.000;2017-12-08T00:00:00.000;2017-12-08T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20221228;0;918;938;252;41500;0;50000;2022-12-28T00:00:00.000;0;2;12777;37000;22935;35835;24000;VTV3R;750;20240711;2024-07-11T00:00:00.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
94;00BKH3;Bedrijfsauto;VOLVO;FH;20200703;opleggertrekker;N.v.t.;N.v.t.;6;8739;8839;20180117;20180117;Geen verstrekking in Open Data;Ja;2;8;N3;op balk v. r.;0.04;410;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2020-07-03T00:00:00.000;2018-01-17T00:00:00.000;2018-01-17T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230117;0;462;651;252;27000;0;50000;2023-01-17T00:00:00.000;0;2;12777;27000;0;0;0;VTG3T;750;20240106;2024-01-06T00:00:00.000;41161;e11*2007/46*3261*06;C3FHA3;N5RR3N68019753HNYUUA;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0
95;00BKH4;Bedrijfsauto;VOLVO;FH;20201112;opleggertrekker;N.v.t.;N.v.t.;6;8845;8945;20180103;20180103;Geen verstrekking in Open Data;Ja;2;8;N3;op balk v. r.;0.04;400;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2020-11-12T00:00:00.000;2018-01-03T00:00:00.000;2018-01-03T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20221108;0;457;641;254;24000;0;50000;2022-11-08T00:00:00.000;0;2;12777;24000;0;0;0;VTG3T;750;20221102;2022-11-02T00:00:00.000;41055;e11*2007/46*3261*07;C3FHA2;N5RR3N68016453H5TUUC;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0
96;00BKH9;Bedrijfsauto;VOLVO;FM;20180102;opleggertrekker;N.v.t.;N.v.t.;6;7749;7849;20180102;20180102;Geen verstrekking in Open Data;Ja;0;6;N3;op balk v. r.;0.04;380;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2018-01-02T00:00:00.000;2018-01-02T00:00:00.000;2018-01-02T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231019;0;459;599;254;20500;0;50000;2023-10-19T00:00:00.000;0;2;10837;19000;0;0;0;VTA3T;750;20231206;2023-12-06T00:00:00.000;42151;e11*2007/46*3086*07;C1FMA1;N5RR1K67513XX3HNYUUC;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0
97;00BKJ1;Bedrijfsauto;VOLVO;FH;20180105;gecond. met temperatuurreg.;N.v.t.;N.v.t.;6;14985;15085;20180102;20180102;Geen verstrekking in Open Data;Ja;0;8;N3;r. balk by vooras;0.03;657;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2018-01-05T00:00:00.000;2018-01-02T00:00:00.000;2018-01-02T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230102;0;912;1065;260;28000;0;50000;2023-01-02T00:00:00.000;0;2;12777;28000;13015;34915;24000;VTJ3R;750;20240315;2024-03-15T00:00:00.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
98;00BKK2;Bedrijfsauto;VOLVO;FM;20180316;opleggertrekker;N.v.t.;N.v.t.;6;7768;7868;20180316;20180316;Geen verstrekking in Open Data;Ja;0;6;N3;op balk v. r.;0.04;380;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2018-03-16T00:00:00.000;2018-03-16T00:00:00.000;2018-03-16T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230316;0;477;599;254;20100;0;50000;2023-03-16T00:00:00.000;0;3;12777;19000;0;0;0;VTA3T;750;20240128;2024-01-28T00:00:00.000;42132;e11*2007/46*3086*08;C3FMA1;N5RR3M6751AXX3HNYUUC;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0
99;00BKN8;Bedrijfsauto;VOLVO;FH;20180316;opleggertrekker;N.v.t.;N.v.t.;6;7974;8074;20180316;20180316;Geen verstrekking in Open Data;Ja;2;6;N3;op balk v. r.;0.04;380;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2018-03-16T00:00:00.000;2018-03-16T00:00:00.000;2018-03-16T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230316;0;459;621;252;20500;0;50000;2023-03-16T00:00:00.000;0;2;12777;19000;0;0;0;VTA3T;750;20240302;2024-03-02T00:00:00.000;41926;e11*2007/46*3086*07;C3FHA1;N5RR3L67513XX3H5TUUA;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0
100;00BKP7;Bedrijfsauto;VOLVO;FH;20180323;opleggertrekker;N.v.t.;N.v.t.;6;8281;8381;20180323;20180323;Geen verstrekking in Open Data;Ja;2;6;N3;op balk v. r.;0.04;380;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2018-03-23T00:00:00.000;2018-03-23T00:00:00.000;2018-03-23T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230204;0;459;621;254;20500;0;50000;2023-02-04T00:00:00.000;0;2;12777;19000;0;0;0;VTA3T;750;20240204;2024-02-04T00:00:00.000;41619;e11*2007/46*3086*08;C3FHA1;N5RR3N67513XX3HNYUUC;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0
101;00BKR3;Bedrijfsauto;VOLVO;FH;20190927;opleggertrekker;N.v.t.;N.v.t.;6;8410;8510;20180326;20180326;Geen verstrekking in Open Data;Ja;2;6;N3;op balk v. r.;0.04;380;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2019-09-27T00:00:00.000;2018-03-26T00:00:00.000;2018-03-26T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230326;0;457;599;252;21000;0;50000;2023-03-26T00:00:00.000;0;2;12777;19500;0;0;0;VTA3T;750;20240211;2024-02-11T00:00:00.000;41490;e11*2007/46*3086*08;C3FHA1;N5RR3N68013XX3HNYUUC;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0
102;00BKR9;Bedrijfsauto;VOLVO;FH;20180516;opleggertrekker;N.v.t.;N.v.t.;6;10535;10635;20180516;20180516;Geen verstrekking in Open Data;Ja;2;10;N3;op balk v. r.;0.04;477;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2018-05-16T00:00:00.000;2018-05-16T00:00:00.000;2018-05-16T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230516;0;0;694;254;35000;0;50000;2023-05-16T00:00:00.000;0;2;12777;28000;0;0;0;VTL3T;750;20240511;2024-05-11T00:00:00.000;39365;e1*2007/46*1444*08;C3FHA1;N5RR3N69026XX8H6NUUA;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0
103;00BKT2;Bedrijfsauto;VOLVO;FH;20180413;opleggertrekker;N.v.t.;N.v.t.;6;7925;8025;20150319;20180411;Geen verstrekking in Open Data;Ja;0;4;N3;r. balk by vooras;0.05;380;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2018-04-13T00:00:00.000;2015-03-19T00:00:00.000;2018-04-11T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230411;0;460;600;255;21000;0;50000;2023-04-11T00:00:00.000;0;2;12777;19000;0;0;0;24A3C;0;20230211;2023-02-11T00:00:00.000;41975;e11*2007/46*0271*08;C3XA4F;N5RR3N68013XX3H4KUUC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
104;00BKT4;Bedrijfsauto;VOLVO;FM;20180606;opleggertrekker;N.v.t.;N.v.t.;6;7060;7160;20180606;20180606;Geen verstrekking in Open Data;Ja;0;6;N3;0;0.04;360;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2018-06-06T00:00:00.000;2018-06-06T00:00:00.000;2018-06-06T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230607;0;422;579;249;20600;0;50000;2023-06-07T00:00:00.000;0;2;10837;19500;0;0;0;VTA3T;750;20240414;2024-04-14T00:00:00.000;42840;e11*2007/46*3086*09;C1FMA1;N5RR1M6801AXX3H5TUUA;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0
105;00BKT9;Bedrijfsauto;VOLVO;FM;20180424;gesloten opbouw;N.v.t.;N.v.t.;6;9915;10015;20180423;20180423;Geen verstrekking in Open Data;Ja;0;6;N3;r. balk by vooras;0.02;600;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2018-04-24T00:00:00.000;2018-04-23T00:00:00.000;2018-04-23T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230423;0;0;1035;255;20100;0;0;2023-04-23T00:00:00.000;0;2;10837;18600;8685;0;0;VTA3R;0;20240314;2024-03-14T00:00:00.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
106;00BKV1;Bedrijfsauto;VOLVO;FM;20180507;kipper;N.v.t.;N.v.t.;6;18500;18600;20180419;20180424;Geen verstrekking in Open Data;Ja;0;8;N3;r. balk v. vooras;0.02;642;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2018-05-07T00:00:00.000;2018-04-19T00:00:00.000;2018-04-24T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230426;0;886;929;255;43000;0;50000;2023-04-26T00:00:00.000;0;2;12777;43000;24500;31400;24000;FM;750;20240426;2024-04-26T00:00:00.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
107;00BKX8;Bedrijfsauto;VOLVO;FH;20180531;opleggertrekker;N.v.t.;N.v.t.;6;7452;7552;20180531;20180531;Geen verstrekking in Open Data;Ja;2;6;N3;0;0.05;380;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2018-05-31T00:00:00.000;2018-05-31T00:00:00.000;2018-05-31T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230531;0;457;599;254;19200;0;50000;2023-05-31T00:00:00.000;0;2;12777;19000;0;0;0;VTA3T;750;20240502;2024-05-02T00:00:00.000;42448;e11*2007/46*3086*09;C3FHA1;N5RR3M6751DXX3HKYBUA;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0
