;kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;bruto_bpm;inrichting;aantal_zitplaatsen;eerste_kleur;tweede_kleur;aantal_cilinders;cilinderinhoud;massa_ledig_voertuig;toegestane_maximum_massa_voertuig;massa_rijklaar;maximum_massa_trekken_ongeremd;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;catalogusprijs;wam_verzekerd;laadvermogen;aanhangwagen_autonoom_geremd;aanhangwagen_middenas_geremd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;type;typegoedkeuringsnummer;variant;uitvoering;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;aantal_rolstoelplaatsen;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;maximum_last_onder_de_vooras_sen_tezamen_koppeling;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;maximum_ondersteunende_snelheid;oplegger_geremd;vervaldatum_tachograaf;vervaldatum_tachograaf_dt;type_gasinstallatie;maximum_trekken_massa_geremd;maximale_constructiesnelheid;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt
30;7VTV63;Bedrijfsauto;IVECO;40C15;20230412;20160722;14837;gesloten opbouw;3;N.v.t.;N.v.t.;4;2998;2580;3500;2680;750;20120412;20120412;Geen verstrekking in Open Data;60806;Ja;920;3500;3500;0;4;0;0;0;200;N2;r. balk by vooras;4200;IS56CC2BA;e3*2007/46*0119*01;FG11C1C;DA14FA6B6XX66;0;0.04;395;Nee;Nee;Nee;7700;0;2022;Logisch;00;Ja;2023-04-12T00:00:00.000;2016-07-22T00:00:00.000;2012-04-12T00:00:00.000;2012-04-12T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;20190511;2019-05-11T00:00:00.000;0;0;0;0;0
31;7VTV66;Bedrijfsauto;IVECO;50C15;20230909;20120809;15702;gesloten opbouw;3;N.v.t.;N.v.t.;4;2998;2577;3500;2677;750;20120809;20120809;Geen verstrekking in Open Data;64402;Ja;923;3500;3500;0;4;0;0;0;200;N2;r. balk by vooras;5200;IS56CC2BA;e3*2007/46*0119*01;FM11C1C;DA14HA6C6XX66;0;0.04;395;Nee;Nee;Nee;8700;0;2022;Logisch;00;Ja;2023-09-09T00:00:00.000;2012-08-09T00:00:00.000;2012-08-09T00:00:00.000;2012-08-09T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;20140620;2014-06-20T00:00:00.000;0;0;0;0;0
32;7VTV67;Bedrijfsauto;RENAULT;MASTER;20230329;20191101;10384;gesloten opbouw;3;N.v.t.;N.v.t.;4;2299;2005;3500;2105;750;20120329;20120329;Geen verstrekking in Open Data;26820;Ja;1495;2500;2500;0;4;0;0;555;207;N1;r. deurdorpel;3500;MF;e2*2007/46*0023*14;MFFED;MFFEDC;1;0.04;368;Nee;Nee;Nee;6000;0;2022;Logisch;00;Ja;2023-03-29T00:00:00.000;2019-11-01T00:00:00.000;2012-03-29T00:00:00.000;2012-03-29T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;0;0;0;0;0;0;0;0
33;7VTV68;Bedrijfsauto;IVECO;40C21;20230330;20120330;13130;opleggertrekker;3;N.v.t.;N.v.t.;4;2998;2000;3500;2100;0;20120330;20120330;Geen verstrekking in Open Data;53715;Ja;0;0;0;0;4;0;0;0;203;N2;r. balk by vooras;4200;0;0;0;0;0;0.07;300;Nee;Nee;Nee;10000;0;2022;Logisch;00;Ja;2023-03-30T00:00:00.000;2012-03-30T00:00:00.000;2012-03-30T00:00:00.000;2012-03-30T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;8000;20230217;2023-02-17T00:00:00.000;0;0;0;0;0
34;7VTV69;Bedrijfsauto;RENAULT;MASTER;20230415;20171118;11362;gesloten opbouw;3;N.v.t.;N.v.t.;4;2299;2019;3500;2119;750;20120413;20120413;Geen verstrekking in Open Data;29415;Ja;1481;2500;2500;0;4;0;0;555;207;N1;r. deurdorpel;3500;MF;e2*2007/46*0023*14;MFFED;MFFEDC;1;0.04;368;Nee;Nee;Nee;6000;0;2022;Logisch;00;Ja;2023-04-15T00:00:00.000;2017-11-18T00:00:00.000;2012-04-13T00:00:00.000;2012-04-13T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;0;0;0;0;0;0;0;0
35;7VTV72;Bedrijfsauto;IVECO;40C13;20221209;20120316;0;gesloten opbouw;3;N.v.t.;N.v.t.;4;2287;2665;3500;2765;750;20120314;20120314;Geen verstrekking in Open Data;0;Ja;835;3500;3500;0;4;0;0;0;220;N2;r. balk by vooras;4200;0;0;0;0;0;0.03;410;Nee;Nee;Nee;7700;0;2021;Onlogisch;04;Ja;2022-12-09T00:00:00.000;2012-03-16T00:00:00.000;2012-03-14T00:00:00.000;2012-03-14T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;20231214;2023-12-14T00:00:00.000;0;0;0;0;0
36;7VTV73;Bedrijfsauto;IVECO;35S17;20230506;20120418;13438;gesloten opbouw;3;N.v.t.;N.v.t.;4;2998;2202;3500;2302;750;20120418;20120418;Geen verstrekking in Open Data;54993;Ja;1298;3500;3500;0;4;0;0;0;200;N1;r. balk by vooras;3500;IS35SC2AA;e3*2007/46*0120*01;FD11C1C;EA13CA2B6BC36;0;0.05;300;Nee;Nee;Nee;7000;0;2022;Logisch;00;Ja;2023-05-06T00:00:00.000;2012-04-18T00:00:00.000;2012-04-18T00:00:00.000;2012-04-18T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;20140404;2014-04-04T00:00:00.000;0;0;0;0;0
37;7VTV76;Bedrijfsauto;IVECO;35C17;20230408;20150703;12683;gesloten opbouw;3;N.v.t.;N.v.t.;4;2998;2600;3500;2700;750;20120314;20120314;Geen verstrekking in Open Data;47913;Ja;900;3500;3500;0;4;0;0;0;220;N1;r. balk by vooras;3500;0;0;0;0;0;0.05;375;Nee;Nee;Nee;7000;0;2022;Logisch;00;Ja;2023-04-08T00:00:00.000;2015-07-03T00:00:00.000;2012-03-14T00:00:00.000;2012-03-14T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
38;7VTV77;Bedrijfsauto;IVECO;40C15;20230217;20121017;13080;gesloten opbouw;3;N.v.t.;N.v.t.;4;2998;2452;3500;2552;750;20120322;20120322;Geen verstrekking in Open Data;53504;Ja;1048;3500;3500;0;4;0;0;0;200;N2;r. balk by vooras;4200;IS56CC2BA;e3*2007/46*0119*01;FG11C1C;DA14FA3B6XX66;0;0.04;330;Nee;Nee;Nee;7700;0;2022;Logisch;00;Ja;2023-02-17T00:00:00.000;2012-10-17T00:00:00.000;2012-03-22T00:00:00.000;2012-03-22T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;20140326;2014-03-26T00:00:00.000;0;0;0;0;0
39;7VTV80;Bedrijfsauto;VOLKSWAGEN;CRAFTER;20230518;20170504;10201;voor vervoer voertuigen;2;N.v.t.;N.v.t.;4;1968;2225;3500;2325;750;20120313;20120313;Geen verstrekking in Open Data;41540;Ja;1275;2000;2000;0;4;0;0;0;202;N1;r. schutbord motorruimte;3500;0;0;0;0;0;0.03;433;Nee;Nee;Nee;5500;0;2022;Logisch;00;Ja;2023-05-18T00:00:00.000;2017-05-04T00:00:00.000;2012-03-13T00:00:00.000;2012-03-13T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
40;7VTV86;Bedrijfsauto;IVECO;49-12;20230323;20200310;0;gesloten opbouw;7;N.v.t.;N.v.t.;4;2800;3060;3500;3160;750;19981204;19981204;Geen verstrekking in Open Data;0;Ja;440;3000;3000;0;4;0;0;0;233;N2;tegen r. balk 035 cm a. vooras;5000;0;0;0;0;0;0.03;360;Nee;Nee;Nee;5700;0;2022;Logisch;00;Ja;2023-03-23T00:00:00.000;2020-03-10T00:00:00.000;1998-12-04T00:00:00.000;1998-12-04T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
41;7VTV87;Bedrijfsauto;MERCEDES-BENZ;SPRINTER;20230510;20190405;14180;gesloten opbouw;3;N.v.t.;N.v.t.;4;2143;2145;3500;2245;750;20120328;20120328;Geen verstrekking in Open Data;58583;Ja;1355;3500;3500;0;4;0;0;591;199;N1;schutbord motorruimte;3500;906BB35;e1*2007/46*0301*04;LNMD1350N;MFB23UA3;0;0.05;367;Nee;Nee;Nee;7000;0;2022;Logisch;00;Ja;2023-05-10T00:00:00.000;2019-04-05T00:00:00.000;2012-03-28T00:00:00.000;2012-03-28T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;0;0;0;0;0;0;0;0
42;7VTV88;Bedrijfsauto;MERCEDES-BENZ;SPRINTER;20230808;20170923;15572;gesloten opbouw;3;N.v.t.;N.v.t.;4;2143;2426;3500;2526;750;20120320;20120320;Geen verstrekking in Open Data;64369;Ja;1074;3500;3500;0;4;0;0;591;199;N1;schutbord motorruimte;3500;906BB50;e1*2007/46*0295*03;LMMD1350N;MFD33VA3;0;0.05;367;Nee;Nee;Nee;7000;0;2022;Logisch;00;Ja;2023-08-08T00:00:00.000;2017-09-23T00:00:00.000;2012-03-20T00:00:00.000;2012-03-20T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;0;0;0;0;0;0;0;0
43;7VTV89;Bedrijfsauto;MERCEDES-BENZ;SPRINTER;20221004;20120316;10275;gesloten opbouw;3;N.v.t.;N.v.t.;4;2143;2100;2800;2200;750;20120316;20120316;Geen verstrekking in Open Data;42355;Ja;700;2000;2000;0;4;0;0;591;199;N1;schutbord motorruimte;2800;906BB30;e1*2007/46*0279*03;LNMC1280N;MCC1KUA3;0;0.04;367;Nee;Nee;Nee;4800;0;2021;Logisch;00;Ja;2022-10-04T00:00:00.000;2012-03-16T00:00:00.000;2012-03-16T00:00:00.000;2012-03-16T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;0;0;0;0;0;0;0;0
44;7VTV90;Bedrijfsauto;MERCEDES-BENZ;SPRINTER;20230926;20171010;13148;gesloten opbouw;3;N.v.t.;N.v.t.;4;2143;2335;2835;2435;750;20120324;20120324;Geen verstrekking in Open Data;54295;Ja;500;2000;2000;0;4;0;0;695;199;N1;schutbord motorruimte;3200;906BB35;e1*2007/46*0301*04;LMMC1320N;LFC23VA3;0;0.04;433;Nee;Nee;Nee;5200;0;2022;Logisch;00;Ja;2023-09-26T00:00:00.000;2017-10-10T00:00:00.000;2012-03-24T00:00:00.000;2012-03-24T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;0;0;0;0;0;0;0;0
45;7VTV91;Bedrijfsauto;MERCEDES-BENZ;SPRINTER;20230524;20200117;11412;gesloten opbouw;3;N.v.t.;N.v.t.;4;2143;2109;3000;2209;750;20120319;20120319;Geen verstrekking in Open Data;46572;Ja;891;2000;2000;0;4;0;0;591;199;N1;schutbord motorruimte;3000;906BB30;e1*2007/46*0279*03;LMMC1300N;MFC13UA3;0;0.04;367;Nee;Nee;Nee;5000;0;2022;Logisch;00;Ja;2023-05-24T00:00:00.000;2020-01-17T00:00:00.000;2012-03-19T00:00:00.000;2012-03-19T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;0;0;0;0;0;0;0;0
46;7VTV92;Bedrijfsauto;MERCEDES-BENZ;SPRINTER;20230825;20200824;11929;gesloten opbouw;3;N.v.t.;N.v.t.;4;2143;2257;3500;2357;750;20120326;20120326;Geen verstrekking in Open Data;48723;Ja;1243;2000;2000;0;4;0;0;695;199;N1;schutbord motorruimte;3500;906BB35;e1*2007/46*0301*04;LMMA1350N;LED2KVA3;0;0.03;433;Nee;Nee;Nee;5500;0;2022;Logisch;00;Ja;2023-08-25T00:00:00.000;2020-08-24T00:00:00.000;2012-03-26T00:00:00.000;2012-03-26T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;0;0;0;0;0;0;0;0
47;7VTV96;Bedrijfsauto;MERCEDES-BENZ;SPRINTER;20211012;20201003;11609;gesloten opbouw;3;N.v.t.;N.v.t.;4;2143;2253;2753;2353;750;20120920;20120920;Geen verstrekking in Open Data;47391;Nee;500;2000;2000;0;4;0;0;695;199;N1;schutbord motorruimte;3200;906BB35;e1*2007/46*0301*04;LMMA1320N;LED2KUA3;0;0.03;433;Nee;Nee;Nee;4753;0;2020;Logisch;00;Ja;2021-10-12T00:00:00.000;2020-10-03T00:00:00.000;2012-09-20T00:00:00.000;2012-09-20T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;0;0;0;0;0;0;0;0
48;7VTV97;Bedrijfsauto;MERCEDES-BENZ;VITO;20230711;20191003;7821;gesloten opbouw;3;N.v.t.;N.v.t.;4;2143;1817;2500;1917;750;20120316;20120316;Geen verstrekking in Open Data;31647;Ja;683;2000;2000;0;4;0;0;476;191;N1;schutbord motorruimte;2500;639/4;e1*2007/46*0458*02;VAA11250N;1M4A1R23;0;0.04;320;Nee;Ja;Nee;4500;0;2022;Logisch;00;Ja;2023-07-11T00:00:00.000;2019-10-03T00:00:00.000;2012-03-16T00:00:00.000;2012-03-16T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;0;0;0;0;0;0;0;0
49;7VTV98;Bedrijfsauto;MERCEDES-BENZ;VITO;20230525;20191209;8489;gesloten opbouw;3;N.v.t.;N.v.t.;4;2143;1852;2500;1952;750;20120320;20120320;Geen verstrekking in Open Data;34425;Ja;648;2000;2000;0;4;0;0;476;191;N1;schutbord motorruimte;2500;639/4;e1*2007/46*0458*02;VAA11250N;1M4A1R23;0;0.04;320;Nee;Ja;Nee;4500;0;2022;Logisch;00;Ja;2023-05-25T00:00:00.000;2019-12-09T00:00:00.000;2012-03-20T00:00:00.000;2012-03-20T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;0;0;0;0;0;0;0;0
50;7VTV99;Bedrijfsauto;MERCEDES-BENZ;SPRINTER;20230124;20170713;12269;gesloten opbouw;3;N.v.t.;N.v.t.;4;2143;2267;2767;2367;750;20120920;20120920;Geen verstrekking in Open Data;50135;Nee;500;2000;2000;0;4;0;0;695;199;N1;schutbord motorruimte;3200;906BB35;e1*2007/46*0301*04;LMMC1320N;LEC2KVA3;0;0.04;433;Nee;Nee;Nee;4767;0;2022;Logisch;00;Ja;2023-01-24T00:00:00.000;2017-07-13T00:00:00.000;2012-09-20T00:00:00.000;2012-09-20T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;0;0;0;0;0;0;0;0
51;7VTX00;Bedrijfsauto;CITROEN;BERLINGO;20230421;20220620;4401;gesloten opbouw;2;N.v.t.;N.v.t.;4;1560;1350;1935;1450;690;20120330;20120330;Geen verstrekking in Open Data;17485;Ja;585;995;995;0;4;0;0;438;181;N1;r. schroefveerkoker;1935;7;e2*2007/46*0002*10;A9HN;0;0;0.04;273;Nee;Nee;Nee;2930;0;2022;Logisch;00;Ja;2023-04-21T00:00:00.000;2022-06-20T00:00:00.000;2012-03-30T00:00:00.000;2012-03-30T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;0;0;0;0;0;0;0;0
52;7VTX01;Bedrijfsauto;PEUGEOT;BIPPER;20230425;20160414;5004;gesloten opbouw;2;N.v.t.;N.v.t.;4;1248;1111;1750;1211;400;20120412;20120412;Geen verstrekking in Open Data;19940;Ja;639;1000;1000;0;4;0;0;0;172;N1;r. voorzitting by pers.ruimte;1750;A;e3*2007/46*0012*03;AFHZ0;N/A;0;0.05;251;Nee;Nee;Nee;2750;0;2022;Logisch;00;Ja;2023-04-25T00:00:00.000;2016-04-14T00:00:00.000;2012-04-12T00:00:00.000;2012-04-12T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;0;0;0;0;0;0;0;0
53;7VTX02;Bedrijfsauto;PEUGEOT;BIPPER;20230503;20220228;4928;gesloten opbouw;2;N.v.t.;N.v.t.;4;1248;1111;1750;1211;400;20120413;20120413;Geen verstrekking in Open Data;19630;Ja;639;1000;1000;0;4;0;0;0;172;N1;r. voorzitting by pers.ruimte;1750;A;e3*2007/46*0012*03;AFHZ0;N/A;0;0.05;251;Nee;Nee;Nee;2750;0;2022;Logisch;00;Ja;2023-05-03T00:00:00.000;2022-02-28T00:00:00.000;2012-04-13T00:00:00.000;2012-04-13T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;0;0;0;0;0;0;0;0
54;7VTX03;Bedrijfsauto;PEUGEOT;EXPERT;20230415;20180525;7170;gesloten opbouw;3;N.v.t.;N.v.t.;4;1997;1714;2698;1814;750;20120330;20120330;Geen verstrekking in Open Data;28950;Ja;984;2000;2000;0;4;0;0;0;190;N1;r. watergoot;2698;X;e2*2007/46*0046*03;SAHZ;8;0;0.05;300;Nee;Nee;Nee;4698;0;2022;Logisch;00;Ja;2023-04-15T00:00:00.000;2018-05-25T00:00:00.000;2012-03-30T00:00:00.000;2012-03-30T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
55;7VTX04;Bedrijfsauto;PEUGEOT;EXPERT;20230215;20120323;7520;gesloten opbouw;3;N.v.t.;N.v.t.;4;1997;1747;2932;1847;750;20120323;20120323;Geen verstrekking in Open Data;30400;Ja;1185;2000;2000;0;4;0;0;0;190;N1;r. watergoot;2932;X;e2*2007/46*0046*03;UAHZ;8;0;0.05;312;Nee;Nee;Nee;4932;0;2022;Logisch;00;Ja;2023-02-15T00:00:00.000;2012-03-23T00:00:00.000;2012-03-23T00:00:00.000;2012-03-23T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
56;7VTX05;Bedrijfsauto;PEUGEOT;PEUGEOT BOXER;20230506;20220506;8689;gesloten opbouw;3;N.v.t.;N.v.t.;4;2198;1979;3000;2079;750;20120413;20120413;Geen verstrekking in Open Data;35260;Ja;1021;2500;2500;0;4;0;0;541;205;N1;r. voorwielscherm;3000;Y;e3*2007/46*0045*02;ATMFB;EY;0;0.05;345;Nee;Nee;Nee;5500;0;2022;Logisch;00;Ja;2023-05-06T00:00:00.000;2022-05-06T00:00:00.000;2012-04-13T00:00:00.000;2012-04-13T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;0;0;0;0;0;0;0;0
57;7VTX08;Bedrijfsauto;PEUGEOT;PARTNER;20221207;20120324;5515;gesloten opbouw;2;N.v.t.;N.v.t.;4;1560;1350;1970;1450;690;20120324;20120324;Geen verstrekking in Open Data;22070;Ja;620;1180;1180;0;4;0;0;438;181;N1;r. schroefveerkoker;1970;7;e2*2007/46*0001*10;A9HF;0/1S;0;0.05;273;Nee;Nee;Nee;3150;0;2022;Logisch;00;Ja;2022-12-07T00:00:00.000;2012-03-24T00:00:00.000;2012-03-24T00:00:00.000;2012-03-24T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
58;7VTX10;Bedrijfsauto;PEUGEOT;PARTNER;20230822;20160822;5760;gesloten opbouw;2;N.v.t.;N.v.t.;4;1560;1350;1970;1450;690;20120322;20120322;Geen verstrekking in Open Data;23080;Ja;620;1180;1180;0;4;0;0;438;181;N1;r. schroefveerkoker;1970;7;e2*2007/46*0001*10;A9HF;0/1S;0;0.05;273;Nee;Nee;Nee;3150;0;2022;Logisch;00;Ja;2023-08-22T00:00:00.000;2016-08-22T00:00:00.000;2012-03-22T00:00:00.000;2012-03-22T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
59;7VTX11;Bedrijfsauto;PEUGEOT;PARTNER;20230424;20180428;5511;gesloten opbouw;2;N.v.t.;N.v.t.;4;1560;1350;1970;1450;690;20120424;20120424;Geen verstrekking in Open Data;22050;Ja;620;1180;1180;0;4;0;0;438;181;N1;r. schroefveerkoker;1970;7;e2*2007/46*0001*10;A9HF;0/1S;0;0.05;273;Nee;Nee;Nee;3150;0;2022;Logisch;00;Ja;2023-04-24T00:00:00.000;2018-04-28T00:00:00.000;2012-04-24T00:00:00.000;2012-04-24T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
