;kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;aantal_cilinders;massa_ledig_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;europese_voertuigcategorie;plaats_chassisnummer;type_gasinstallatie;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;maximum_last_onder_de_vooras_sen_tezamen_koppeling;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;technische_max_massa_voertuig;volgnummer_wijziging_eu_typegoedkeuring;maximum_massa_samenstelling;bruto_bpm;aantal_zitplaatsen;cilinderinhoud;toegestane_maximum_massa_voertuig;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;catalogusprijs;type;typegoedkeuringsnummer;variant;uitvoering;aantal_rolstoelplaatsen;zuinigheidsclassificatie;maximum_ondersteunende_snelheid;maximale_constructiesnelheid;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;europese_voertuigcategorie_toevoeging;europese_uitvoeringcategorie_toevoeging
187;00KGJ4;Personenauto;BMW;5ER REIHE;20221210;20220705;stationwagen;ZWART;Niet geregistreerd;4;1595;1695;20091106;20091106;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;0;0.07;289;Ja;Nee;Nee;2022;Logisch;00;Nee;2022-12-10T00:00:00.000;2022-07-05T00:00:00.000;2009-11-06T00:00:00.000;2009-11-06T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;484;0;2220;0;4080;13713;5;1995;2220;750;1800;57289;560L;e1*2001/116*0230*16;PX31;5I;0;B;0;0;0;0;0;0
188;00KGK8;Personenauto;BMW;1ER REIHE;20230716;20150716;stationwagen;GRIJS;Niet geregistreerd;4;1250;1350;20091112;20091112;Geen verstrekking in Open Data;Ja;4;4;M1;r. schroefveerkoker;0;0.07;266;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-07-16T00:00:00.000;2015-07-16T00:00:00.000;2009-11-12T00:00:00.000;2009-11-12T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1775;0;3050;5619;5;1995;1775;650;1200;28251;187;e1*2001/116*0287*16;UH31;AJ;0;B;0;0;0;0;0;0
189;00KHN1;Personenauto;BMW;1ER REIHE;20230721;20110401;stationwagen;ZWART;Niet geregistreerd;4;1250;1350;20091127;20091127;Geen verstrekking in Open Data;Ja;4;4;M1;r. schroefveerkoker;0;0.07;266;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-07-21T00:00:00.000;2011-04-01T00:00:00.000;2009-11-27T00:00:00.000;2009-11-27T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1775;0;3050;5461;5;1995;1775;650;1200;27622;187;e1*2001/116*0287*16;UH31;AJ;0;B;0;0;0;0;0;0
190;00KJG6;Personenauto;BMW;5ER REIHE;20221124;20220524;stationwagen;GRIJS;Niet geregistreerd;4;1595;1695;20081124;20091204;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;0;0.08;289;Ja;Nee;Nee;2022;Niet geregistreerd;NG;Nee;2022-11-24T00:00:00.000;2022-05-24T00:00:00.000;2008-11-24T00:00:00.000;2009-12-04T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;484;0;2220;0;4080;12427;5;1995;2220;750;1800;0;560L;e1*2001/116*0230*14;PX31;5B;0;B;0;0;0;0;0;0
191;00KJJ5;Personenauto;BMW;X REIHE;20230929;20141002;stationwagen;GRIJS;Niet geregistreerd;4;1465;1565;20091203;20091203;Geen verstrekking in Open Data;Ja;4;4;M1;r. schroefveerkoker;0;0.08;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-09-29T00:00:00.000;2014-10-02T00:00:00.000;2009-12-03T00:00:00.000;2009-12-03T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;445;0;2045;0;3925;11992;5;1995;2045;750;1800;50446;X1;e1*2007/46*0275*00;VN31;5A;0;B;0;0;0;0;0;0
192;00KJL5;Personenauto;BMW;3ER REIHE;20230309;20200423;stationwagen;GRIJS;Niet geregistreerd;4;1435;1535;20090309;20100122;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;0;0.08;276;Nee;Nee;Nee;2022;Geen oordeel;05;Ja;2023-03-09T00:00:00.000;2020-04-23T00:00:00.000;2009-03-09T00:00:00.000;2010-01-22T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;2000;0;3575;10902;5;1995;2000;695;1500;0;390L;e1*2001/116*0308*10;US91;AB;0;B;0;0;0;0;0;0
193;00KJT6;Personenauto;BMW;X3 2.0I;20230528;20190528;stationwagen;ZWART;Niet geregistreerd;4;1630;1730;20070720;20091210;Geen verstrekking in Open Data;Ja;4;4;M1;by r. schroefveerkoker onder motorkap;0;0.06;280;Nee;Nee;Nee;2022;Geen oordeel;05;Ja;2023-05-28T00:00:00.000;2019-05-28T00:00:00.000;2007-07-20T00:00:00.000;2009-12-10T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;457;0;2200;0;3875;11750;5;1995;2200;720;1600;0;0;e1*2001/116*0249*07;PC31;01;0;E;0;0;0;0;0;0
194;00KKG5;Personenauto;BMW;1ER REIHE;20230330;20110427;stationwagen;ZWART;Niet geregistreerd;4;1240;1340;20090330;20091217;Geen verstrekking in Open Data;Ja;4;4;M1;r. schroefveerkoker;0;0.07;266;Nee;Nee;Nee;2022;Geen oordeel;05;Ja;2023-03-30T00:00:00.000;2011-04-27T00:00:00.000;2009-03-30T00:00:00.000;2009-12-17T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1765;0;3040;2986;5;1599;1765;650;1200;0;187;e1*2001/116*0287*16;UE31;AJ;0;B;0;0;0;0;0;0
195;00KKJ6;Personenauto;BMW;7ER REIHE;20221228;20220114;sedan;GRIJS;Niet geregistreerd;8;1825;1925;19990316;20100206;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;0;0.11;293;Nee;Nee;Nee;2022;Geen oordeel;05;Ja;2022-12-28T00:00:00.000;2022-01-14T00:00:00.000;1999-03-16T00:00:00.000;2010-02-06T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;2385;1;4575;11030;5;4398;2385;750;2100;0;0;e1*93/81*0007*08;GG81;GG81;0;0;0;0;0;0;0;0
196;00KKJ8;Personenauto;BMW;318;20200410;20140118;sedan;BRUIN;Niet geregistreerd;4;1050;1150;19850613;20091218;Geen verstrekking in Open Data;Nee;2;4;M1;watergoot v. voorruit;0;0.06;257;Nee;Nee;Nee;2018;Geen oordeel;05;Ja;2020-04-10T00:00:00.000;2014-01-18T00:00:00.000;1985-06-13T00:00:00.000;2009-12-18T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;1490;0;0;0;5;1754;1490;500;1200;0;0;0;0;0;0;0;0;0;0;0;0;0
197;00KKN5;Personenauto;BMW;X REIHE;20230106;20170303;stationwagen;ZWART;Niet geregistreerd;4;1560;1660;20100102;20100102;Geen verstrekking in Open Data;Ja;4;4;M1;r. schroefveerkoker;0;0.08;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-01-06T00:00:00.000;2017-03-03T00:00:00.000;2010-01-02T00:00:00.000;2010-01-02T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;445;0;2145;0;4225;13436;5;1995;2145;750;2000;52915;X1;e1*2007/46*0275*00;VP31;5S;0;E;0;0;0;0;0;0
198;00KLS3;Personenauto;BMW;Z SERIES;20230311;20140314;cabriolet;ZWART;Niet geregistreerd;6;1380;1480;20090527;20100106;Geen verstrekking in Open Data;Ja;2;4;M1;r. schroefveerkoker;0;0.10;250;Nee;Nee;Nee;2022;Geen oordeel;05;Ja;2023-03-11T00:00:00.000;2014-03-14T00:00:00.000;2009-05-27T00:00:00.000;2010-01-06T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1735;0;0;11645;2;2497;1735;0;0;0;Z89;e1*2001/116*0499*00;LM31;5A;0;E;0;0;0;0;0;0
199;00KLT5;Personenauto;BMW;3ER REIHE;20230423;20150424;sedan;ZWART;Niet geregistreerd;4;1345;1445;20100105;20100105;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;0;0.09;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-04-23T00:00:00.000;2015-04-24T00:00:00.000;2010-01-05T00:00:00.000;2010-01-05T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;453;0;1890;0;3365;9471;5;1995;1890;695;1400;45645;390L;e1*2001/116*0308*12;PG31;5A;0;B;0.00;0;0;0;0;0
200;00KNS6;Personenauto;BMW;X REIHE;20230111;20100111;stationwagen;ZWART;Niet geregistreerd;6;1585;1685;20100111;20100111;Geen verstrekking in Open Data;Ja;4;4;M1;r. schroefveerkoker;0;0.11;276;Nee;Nee;Nee;2021;Logisch;00;Ja;2023-01-11T00:00:00.000;2010-01-11T00:00:00.000;2010-01-11T00:00:00.000;2010-01-11T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;445;0;2180;0;4260;17064;5;2996;2180;750;2000;65091;X1;e1*2007/46*0275*00;VM31;5S;0;F;0;0;0;0;0;0
201;00KNS7;Personenauto;BMW;5ER REIHE;20230215;20210629;sedan;ZWART;Niet geregistreerd;6;1500;1600;20100109;20100109;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;0;0.09;289;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-02-15T00:00:00.000;2021-06-29T00:00:00.000;2010-01-09T00:00:00.000;2010-01-09T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;484;0;2085;0;3945;11608;5;2497;2085;750;1800;37920;560L;e1*2001/116*0230*16;NU31;AB;0;C;0;0;0;0;0;0
202;00KNS8;Personenauto;BMW;1ER REIHE;20230823;20211119;stationwagen;GRIJS;Niet geregistreerd;4;1285;1385;20100109;20100109;Geen verstrekking in Open Data;Ja;2;4;M1;op r. schroefveerkoker onder motorkap;0;0.07;266;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-08-23T00:00:00.000;2021-11-19T00:00:00.000;2010-01-09T00:00:00.000;2010-01-09T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1820;0;3095;6097;4;1995;1820;690;1200;28920;187;e1*2001/116*0287*15;UB31;5M;0;B;0;0;0;0;0;0
203;00KNS9;Personenauto;BMW;3ER REIHE;20230908;20160916;sedan;ZWART;Niet geregistreerd;4;1325;1425;20100107;20100107;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;0;0.06;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-09-08T00:00:00.000;2016-09-16T00:00:00.000;2010-01-07T00:00:00.000;2010-01-07T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;453;0;1870;0;3045;6957;5;1599;1870;695;1100;37453;390L;e1*2001/116*0308*12;PF31;5A;0;B;0;0;0;0;0;0
204;00KNT4;Personenauto;BMW;X1 SDRIVE 18D;20230727;20220801;stationwagen;GRIJS;Niet geregistreerd;4;1445;1545;20100111;20100111;Geen verstrekking in Open Data;Ja;4;4;M1;r. schroefveerkoker;0;0.07;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-07-27T00:00:00.000;2022-08-01T00:00:00.000;2010-01-11T00:00:00.000;2010-01-11T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;445;0;2030;0;3910;10199;5;1995;2030;750;1800;45069;X1;e1*2007/46*0275*01;VN11;5A;0;C;0;0;0;0;0;0
205;00KNT6;Personenauto;BMW;3ER REIHE;20230823;20210824;sedan;ZWART;Niet geregistreerd;4;1335;1435;20100115;20100115;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;0;0.07;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-08-23T00:00:00.000;2021-08-24T00:00:00.000;2010-01-15T00:00:00.000;2010-01-15T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;453;0;1880;0;3205;6264;5;1995;1880;695;1250;34338;390L;e1*2001/116*0308*11;PF51;AA;0;A;0;0;0;0;0;0
206;00KPP1;Personenauto;BMW;1ER REIHE;20230331;20111129;stationwagen;BLAUW;Niet geregistreerd;4;1240;1340;20100331;20100331;Geen verstrekking in Open Data;Ja;2;4;M1;r. schroefveerkoker;0;0.08;266;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-03-31T00:00:00.000;2011-11-29T00:00:00.000;2010-03-31T00:00:00.000;2010-03-31T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1765;0;3040;5501;5;1995;1765;670;1200;30560;187;e1*2001/116*0287*16;UB91;AJ;0;B;0;0;0;0;0;0
207;00KPP3;Personenauto;BMW;5ER REIHE;20230207;20190529;sedan;GRIJS;Niet geregistreerd;4;1495;1595;20100115;20100115;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;0;0.08;289;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-02-07T00:00:00.000;2019-05-29T00:00:00.000;2010-01-15T00:00:00.000;2010-01-15T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;484;0;2060;0;3920;12339;5;1995;2060;750;1800;54586;560L;e1*2001/116*0230*16;NX31;5I;0;B;0;0;0;0;0;0
208;00KPV5;Personenauto;BMW;3ER REIHE;20231016;20220805;stationwagen;GRIJS;Niet geregistreerd;4;1405;1505;20100115;20100115;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;0;0.07;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-10-16T00:00:00.000;2022-08-05T00:00:00.000;2010-01-15T00:00:00.000;2010-01-15T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;453;0;1970;0;3295;7975;5;1995;1970;695;1250;42745;390L;e1*2001/116*0308*12;US31;5A;0;B;0.00;0;0;0;0;0
209;00KRD5;Personenauto;BMW;1ER REIHE;20230530;20140526;stationwagen;GRIJS;Niet geregistreerd;4;1275;1375;20100114;20100114;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;0;0.07;266;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-05-30T00:00:00.000;2014-05-26T00:00:00.000;2010-01-14T00:00:00.000;2010-01-14T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1800;0;3075;6425;5;1995;1800;650;1200;33427;1K4;e1*2007/46*0283*00;UH31;5B;0;C;0.00;0;0;0;0;0
210;00KRG3;Personenauto;BMW;X REIHE;20230413;20180628;stationwagen;BRUIN;Niet geregistreerd;4;1465;1565;20100121;20100121;Geen verstrekking in Open Data;Ja;4;4;M1;r. schroefveerkoker;0;0.08;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-04-13T00:00:00.000;2018-06-28T00:00:00.000;2010-01-21T00:00:00.000;2010-01-21T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;445;0;2045;0;3925;10436;5;1995;2045;750;1800;45895;X1;e1*2007/46*0275*00;VN31;5A;0;C;0;0;0;0;0;0
211;00KRJ7;Personenauto;BMW;3ER REIHE;20220116;20210415;coupe;GRIJS;Niet geregistreerd;6;1345;1445;19990429;20100130;Geen verstrekking in Open Data;Nee;2;4;M1;r. op schroefveerkoker onder motorkap;0;0.09;273;Nee;Ja;Nee;2020;Geen oordeel;05;Ja;2022-01-16T00:00:00.000;2021-04-15T00:00:00.000;1999-04-29T00:00:00.000;2010-01-30T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;1870;0;3545;13195;5;2494;1870;720;1600;0;0;e1*98/14*0112*00;BM31;01;0;0;0;0;0;0;0;0
212;00KRP5;Personenauto;BMW;3ER REIHE;20230125;20220911;coupe;BLAUW;Niet geregistreerd;6;1400;1500;20000426;20100118;Geen verstrekking in Open Data;Ja;2;4;M1;r. op schroefveerkoker onder motorkap;0;0.09;273;Nee;Ja;Nee;2022;Geen oordeel;05;Ja;2023-01-25T00:00:00.000;2022-09-11T00:00:00.000;2000-04-26T00:00:00.000;2010-01-18T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;1925;1;3700;14612;5;2793;1925;730;1700;0;0;e1*98/14*0112*03;BM51;12;0;0;0;0;0;0;0;0
213;00KSK7;Personenauto;BMW;1ER REIHE;20221026;20150724;stationwagen;BLAUW;Niet geregistreerd;4;1240;1340;20100129;20100129;Geen verstrekking in Open Data;Ja;2;4;M1;r. schroefveerkoker;0;0.08;266;Nee;Nee;Nee;2021;Logisch;00;Ja;2022-10-26T00:00:00.000;2015-07-24T00:00:00.000;2010-01-29T00:00:00.000;2010-01-29T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1765;0;3040;5092;4;1995;1765;670;1200;28371;187;e1*2001/116*0287*15;UB91;AI;0;B;0;0;0;0;0;0
214;00KST2;Personenauto;BMW;5ER REIHE;20230321;20170812;stationwagen;GRIJS;Niet geregistreerd;6;1710;1810;20081029;20100201;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;0;0.11;289;Nee;Nee;Nee;2022;Geen oordeel;05;Ja;2023-03-21T00:00:00.000;2017-08-12T00:00:00.000;2008-10-29T00:00:00.000;2010-02-01T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;484;0;2335;0;4375;15600;5;2996;2335;750;2000;0;560X;e1*2001/116*0322*06;PV71;AB;0;C;0;0;0;0;0;0
215;00KTB8;Personenauto;BMW;3ER REIHE;20230205;20181113;sedan;GRIJS;Niet geregistreerd;4;1345;1445;20100205;20100205;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;0;0.09;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-02-05T00:00:00.000;2018-11-13T00:00:00.000;2010-02-05T00:00:00.000;2010-02-05T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;453;0;1890;0;3365;8011;5;1995;1890;695;1400;42789;390L;e1*2001/116*0308*12;PG31;5A;0;B;0.00;0;0;0;0;0
216;00KTR4;Personenauto;BMW;Z REIHE;20230509;20100205;cabriolet;GRIJS;Niet geregistreerd;6;1285;1385;20030430;20100205;Geen verstrekking in Open Data;Ja;2;4;M1;op r. schroefveerkoker onder motorkap;0;0.12;250;Nee;Nee;Nee;2022;Geen oordeel;05;Ja;2023-05-09T00:00:00.000;2010-02-05T00:00:00.000;2003-04-30T00:00:00.000;2010-02-05T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;409;0;1610;0;0;15452;2;2979;1610;0;0;0;0;e1*2001/116*0219*00;BT51;02;0;F;0;0;0;0;0;0
217;00KTZ1;Personenauto;BMW;Z SERIES;20230415;20120428;cabriolet;GRIJS;Niet geregistreerd;6;1500;1600;20090415;20100209;Geen verstrekking in Open Data;Ja;2;4;M1;r. schroefveerkoker;0;0.14;250;Nee;Nee;Nee;2022;Geen oordeel;05;Ja;2023-04-15T00:00:00.000;2012-04-28T00:00:00.000;2009-04-15T00:00:00.000;2010-02-09T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1855;0;0;16756;2;2979;1855;0;0;0;Z89;e1*2001/116*0499*00;LM71;5B;0;E;0;0;0;0;0;0
